OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
73972|102|All Other Accounts|0|0|0|0|549195
73973|101|Cope Contribution|140||||549206
73974|102|All Other Accounts|||||549206
73975|101|N/A|0|0|0|0|549209
73976|102|All Other Accounts|0|0|0|0|549209
73977|101|NONE|0|0|0|0|549210
73978|102|All Other Accounts|0|0|0|0|549210
73979|102|All Other Accounts|39416|0|0|0|549214
73980|102|All Other Accounts|||||549221
73981|102|All Other Accounts|11522||||549222
73982|102|All Other Accounts|95425|0|0|0|549227
73983|102|All Other Accounts|151503|||151503|549238
73984|102|All Other Accounts|||||549242
73985|101|International Brotherhood of Electrical Workers|32231||||549244
73986|101|Due to Members|19502||||549244
73987|101|Various Payroll Tax Liabilities|19445||||549244
73988|102|All Other Accounts|||||549244
73989|101|INTL BROTHERHOOD OF TEAMSTERS|8204||||549248
73990|102|All Other Accounts|3382||||549248
73991|101|JACOB, BURNS, ORLOVE & HERNANDEZ|250903|163215|0|0|549249
73992|102|All Other Accounts|101303|4395|0|0|549249
73993|102|All Other Accounts|97469|0|0|0|549252
73994|101|American Federation of Music|33604||||549254
73995|102|All Other Accounts|20572||||549254
73996|102|All Other Accounts|2792308||||549255
73997|102|All Other Accounts|||||549257
73998|101|N/A|0|0|0|0|549258
73999|102|All Other Accounts|0|0|0|0|549258
74000|102|All Other Accounts|||||549259
74001|102|All Other Accounts|||||549260
74002|101|US Treasury - Employee and Employer Payroll Taxes|68||||549262
74003|101|Union Dues Withheld|164||||549262
74004|101|State and Local Income Tax Withheld|677||||549262
74005|102|All Other Accounts|||||549262
74006|101|PER CAPITA TAX INTERNATIONAL|155469||||549264
74007|101|PER CAPITA CAP|9122||||549264
74008|101|PER CAPITA RETIREE COUNCIL|107||||549264
74009|102|All Other Accounts|||||549264
74010|102|All Other Accounts|||||549269
74011|102|All Other Accounts|212576||||549270
74012|101|Accounts Payable|52792|0|0|0|549272
74013|102|All Other Accounts|0|0|0|0|549272
74014|101|ACCRUED EXPENSES AND WITHHOLDINGS|520||||549273
74015|102|All Other Accounts|||||549273
74016|101|American Express|6552||||549282
74017|102|All Other Accounts|7093||||549282
74018|102|All Other Accounts|0|0|0|0|549284
74019|102|All Other Accounts|||||549285
74020|102|All Other Accounts|16435||||549286
74021|101|AMERICAN FEDERATION OF TEACHERS|25085||||549290
74022|102|All Other Accounts|5995||||549290
74023|102|All Other Accounts|||||549293
74024|102|All Other Accounts|0|0|0|0|549294
74025|102|All Other Accounts|17724||||549297
74026|102|All Other Accounts|896833||||549300
74027|101|AMERICAN FEDERATION OF TEACHERS|41904||||549303
74028|102|All Other Accounts|5495||||549303
74029|101|Laborers' International Union of North America|30179|0|0|0|549305
74030|102|All Other Accounts|22049|0|0|0|549305
74031|102|All Other Accounts|0|0|0|0|549306
74032|101|NONE|0|0|0|0|549308
74033|102|All Other Accounts|0|0|0|0|549308
74035|102|All Other Accounts|||||549317
74036|102|All Other Accounts|57264||||549321
74037|101|None|0|0|0|0|549322
74038|102|All Other Accounts|0|0|0|0|549322
74039|101|KEN HALL, GENERAL SECRETARY|28702||||549323
74040|101|CENTRAL STATES HEALTH & WELFARE FD|7685||||549323
74041|101|CENTRAL STATES PENSION FUND|8256||||549323
74042|101|HINDS COUNTY TAX COLLECTOR|5314||||549323
74043|102|All Other Accounts|7682||||549323
74044|102|All Other Accounts|5931||||549325
74045|102|All Other Accounts|0|0|0|0|549326
74046|102|All Other Accounts|0|0|0|0|549327
74047|102|All Other Accounts|||||549331
74048|102|All Other Accounts|||||549332
74049|102|All Other Accounts|14757||||549335
74050|102|All Other Accounts|1778||||549338
74051|102|All Other Accounts|3369||||549348
74052|102|All Other Accounts|||||549357
74053|102|All Other Accounts|0|0|0|0|549363
74054|102|All Other Accounts|1064||||549372
74055|102|All Other Accounts|0|0|0|0|549373
74056|101|FIT W/H|1103||||549378
74057|101|FICA Payable|425||||549378
74058|101|Soc. Sec. W/H|344||||549378
74059|101|Medicare W/H|81||||549378
74060|101|SIT W/H|276||||549378
74061|101|SUT Payable|841||||549378
74062|101|FUT Payable|751||||549378
74063|102|All Other Accounts|||||549378
74064|102|All Other Accounts|||||549379
74065|101|G. Ushijima CPA LLC|26747||||549383
74066|101|IBEW International Office|95343||||549383
74067|101|Severance & Vacation|58669||||549383
74068|101|Ford Credit|2101||||549383
74069|101|Perez Living Trust|1600||||549383
74070|101|South Kohala Mgmt Corp.|1485||||549383
74071|101|Bank Card Center - Automobile Expense|1097||||549383
74072|101|Bank Card Center - Airfare|2207||||549383
74073|101|Bank Card Center - Hotel|1542||||549383
74074|101|Bank Card Center - Guam Hotel|8255||||549383
74075|101|Bank Card Center - Guam auto rental|1414||||549383
74076|101|National Electrical Benefit Funds|1800||||549383
74077|101|National Electrical Annuity Plan|15000||||549383
74078|101|Attorney at Law - Blake Okimoto|22013||||549383
74079|102|All Other Accounts|||||549383
74080|102|All Other Accounts|3816||||549386
74081|101|REGION 2-B, UAW OHIO ARTICLE 23|2846||||549397
74082|101|CINCINNATI BELL|561||||549397
74083|101|CHAMPION ENERGY SERVICES|710||||549397
74084|101|DUKE ENERGY|1650||||549397
74085|101|GLACIAL ENERGY|914||||549397
74086|101|ROBERT A. GOERING (REAL ESTATE TAX)|4717||||549397
74087|101|ROBERT A. GOERING (REAL ESTATE TAX- BLDG)|9822||||549397
74088|102|All Other Accounts|||||549397
74089|102|All Other Accounts|25096||||549410
74090|101|Georgia State Conference - AAUP|11326|0|11326|0|549417
74091|101|Illinois State Conference - AAUP|8690|0|8690|0|549417
74092|101|Indiana State Conference - AAUP|5416|0|5416|0|549417
74093|101|Massachusetts AAUP Conference|5166|0|5166|0|549417
74094|101|New York State Conference - AAUP|16623|0|16623|0|549417
74095|101|Ohio State Conference - AAUP|9404|0|9404|0|549417
74096|101|Pennsylvania State Conference|5138|0|5138|0|549417
74097|101|Tennessee State Conference|6283|0|6283|0|549417
74098|101|Texas State Conference - AAUP|6843|0|6843|0|549417
74099|102|All Other Accounts|180740|0|45969||549417
74100|102|All Other Accounts|0|0|0|0|549439
74101|101|LOCAL 3 EMPLOYEE PENSION PLAN|166664||||549442
74102|101|LOCAL 3 SALES PENSION PLAN|23100||||549442
74103|102|All Other Accounts|||||549442
74104|101|Atlantic Electric utility|2091||||549446
74105|101|Various arbitrators|6021||||549446
74106|101|Cell phone vendors|4105||||549446
74107|101|Cleary & Josem, LLP |110185|52799|59329||549446
74108|101|company payroll taxes|6622||||549446
74109|101|employee salaries & vac. accruals|141928|21754|65261||549446
74110|101|Insurance premiums|5608||||549446
74111|101|emplyee benefits|59209||||549446
74112|101|office equip.|9157||||549446
74113|101|office supplies|8011||||549446
74114|101|Premier computer service|6298||||549446
74115|101|Smart Devine|8410||||549446
74116|101|IU per capita tax|190668||||549446
74117|101|various construction venders (W.I.P.)|25654||||549446
74118|102|All Other Accounts|||||549446
74119|101|Payroll Liabilities|2893||||549451
74120|102|All Other Accounts|||||549451
74121|101|N/A|0|0|0|0|549456
74122|102|All Other Accounts|0|0|0|0|549456
74123|102|All Other Accounts|46623|0|0|0|549467
74125|102|All Other Accounts|||||549480
74126|101|SOUTHWEST PIPE TRADES ASSOCIATION|42941|0|0|0|549482
74127|101|K. SIMON CONSTRUCTION|16110|0|0|0|549482
74128|102|All Other Accounts|22044||||549482
74129|102|All Other Accounts|0|0|0|0|549499
74130|102|All Other Accounts|||||549505
74132|102|All Other Accounts|0|0|0|0|549510
74133|102|All Other Accounts|0|0|0|0|549511
74134|102|All Other Accounts|0|0|0|0|549514
74135|101|NYS Credit Union|14695|14695|||549516
74136|102|All Other Accounts|29536||||549516
74137|101|ACCRUALS|23784||||549525
74138|101|PAYROLL TAXES|2820||||549525
74139|102|All Other Accounts|||||549525
74140|101|UAW International|108895|0|0|0|549529
74141|102|All Other Accounts|7388|0|0|0|549529
74142|101|Mastercard Credit Card Balance|1846||||549530
74143|102|All Other Accounts|||||549530
74144|102|All Other Accounts|0|0|0|0|549544
74145|101|VARIOUS|14509|0|0|0|549561
74146|102|All Other Accounts|0|0|0|0|549561
74147|101|Payroll Taxes Payable|967|0|0|0|549563
74148|101|Credit Card Payable|13351|0|0|0|549563
74149|102|All Other Accounts|0|0|0|0|549563
74150|102|All Other Accounts|||||549572
74151|101|REGIONS CREDIT CARD|2582||||549578
74152|102|All Other Accounts|||||549578
74153|101|American Express|2904||||549605
74154|101|Chevron and Texaco|653||||549605
74155|101|GE Capital|6465||||549605
74156|101|IBEW District #9 Pension Plan|4351||||549605
74157|101|Davis and Reno|1416||||549605
74158|101|KCBS TV|4222||||549605
74159|101|LA/OC Building Trades|8709||||549605
74160|101|Lonnie Wong|727||||549605
74161|101|Primary Payroll|4714||||549605
74162|101|Wells Fargo|3847||||549605
74163|101|Velarium|950||||549605
74164|101|Tom Long|329||||549605
74165|102|All Other Accounts|||||549605
74166|101|State of Michigan|392||||549614
74167|101|City of Battle Creek|67||||549614
74168|101|UFCW|1533||||549614
74169|102|All Other Accounts|||||549614
74170|102|All Other Accounts|11527||||549627
74171|102|All Other Accounts|26993||||549641
74172|102|All Other Accounts||||0|549644
74173|102|All Other Accounts|||||549656
74174|101|International Union UAW Per Capita|51076||||549659
74175|102|All Other Accounts|4801||||549659
74176|102|All Other Accounts|12370|0|0|0|549667
74177|102|All Other Accounts|||||549676
74178|102|All Other Accounts|515834||||549680
74179|102|All Other Accounts|0|0|0|0|549682
74180|102|All Other Accounts|||||549686
74181|101| |||||549694
74182|102|All Other Accounts|||||549694
74183|102|All Other Accounts|2172590|0|0|0|549696
74184|101|401(k) Withholding Payable|978||||549708
74185|102|All Other Accounts|||||549708
74186|102|All Other Accounts|80713||||549711
74187|102|All Other Accounts|||||549714
74188|101|Federal Taxes Payable|4350||||549715
74189|101|Maryland W/H Tax Payable|966||||549715
74190|101|FUTA Payable|161||||549715
74191|101|SUTA Payable|893||||549715
74192|102|All Other Accounts|||||549715
74193|102|All Other Accounts|||||549717
74194|102|All Other Accounts|||||549723
74195|102|All Other Accounts|0|0|0|0|549726
74196|102|All Other Accounts|||||549736
74197|102|All Other Accounts|1087216|0|0|0|549738
74198|102|All Other Accounts|3970||||549740
74199|102|All Other Accounts|||||549748
74200|101|Payroll taxes|31||||549751
74201|101|Visa|4336||||549751
74202|102|All Other Accounts|||||549751
74203|101|N/A|0|0|0|0|549752
74204|102|All Other Accounts|||||549752
74205|102|All Other Accounts|0||||549753
74206|102|All Other Accounts|0|0|0|0|549757
74207|101|BAC LOCAL 6 BENEFITS PAYABLE|20141||||549760
74208|101|ACCRUED FED & IL UC TAX|271||||549760
74209|101|ACCRUED DUES|363||||549760
74210|101|ACCRUED SAVAC|631||||549760
74211|102|All Other Accounts|||||549760
74212|101|Willig, Williams & Davidson|94782||94782||549762
74213|102|All Other Accounts|||||549762
74214|102|All Other Accounts|18345|0|0|0|549763
74215|101|VARIOUS|94797||||549768
74216|102|All Other Accounts|||||549768
74217|101|NY/NJ District Council|188279|0|0|0|549777
74218|101|Hampton Roads District Council|60185|0|0|0|549777
74219|101|Baltimore District Council|27293|0|0|0|549777
74220|101|IJ Consulting, CPA, P.C.|20000|0|0|0|549777
74221|101|Local 1969, ILA|12825|0|0|0|549777
74222|101|New England Dock & Marine Council|8139|0|0|0|549777
74223|101|Philadelphia District Council|1208|0|0|0|549777
74224|101|Puerto Rico District Council|1091|0|0|0|549777
74225|101|Great Lakes District Council|342|0|0|0|549777
74226|102|All Other Accounts|||||549777
74227|101|Michigan Laborers|15062||||549780
74228|101|LUNA|8230||||549780
74229|102|All Other Accounts|9542||||549780
74230|101|Atlantic Coast District, ILA, AFL-CIO|3735290|0|0|0|549787
74231|101|South Atlantic & Gulf Coast District, ILA, AFL-CIO|1951615|0|0|0|549787
74232|101|Marrinan & Mazzola Mardon, P.C.|429820|0|0|0|549787
74233|101|Pension Benefit Guaranty Corp.|64090|0|0|0|549787
74234|101|American Express|60124|0|0|0|549787
74235|101|Fried, Frank, Harris, Shriver & Jacobson|35000|0|0|0|549787
74236|101|IJ Consulting, CPA, P.C.|30000|0|0|0|549787
74237|101|The Segal Company|27680|0|0|0|549787
74238|101|USMX, Ltd.|20777|0|0|0|549787
74239|101|ILA Local 1969 Trust Fund|10367|0|0|0|549787
74240|102|All Other Accounts|0||||549787
74241|101|International Union UAW|4954|0|0|0|549797
74242|102|All Other Accounts|976||||549797
74243|102|All Other Accounts|||||549803
74244|102|All Other Accounts|106412|0|0|0|549806
74245|102|All Other Accounts|468344|0|0|0|549808
74246|102|All Other Accounts|4189|0|4189|0|549812
74248|102|All Other Accounts|8677|0|0|0|549819
74249|101|ATU INTERNATIONAL|32149||||549820
74250|102|All Other Accounts|||||549820
74251|102|All Other Accounts|1900570|0|0|0|549824
74252|102|All Other Accounts|77564||||549825
74253|101|none|0|0|0|0|549827
74254|102|All Other Accounts|0|0|0|0|549827
74255|101|AIR TRANSAT|14220|4018|4307|0|549833
74256|101|AIRTRAN|25535|0|4875|0|549833
74257|101|ALASKA AIRLINES|217736|0|858|0|549833
74258|101|AMERICAN EAGLE|336453|5234|227793|0|549833
74259|101|CHAMPION AIR|22296|0|22296|0|549833
74260|101|DELTA AIRLINES|1195493|51253|506734|0|549833
74261|101|ENDEAVOR AIR|226666|2251|14081|0|549833
74262|101|EXPRESSJET AIRLINES|337043|72373|205186|0|549833
74263|101|FEDEX|2874535|1117483|327643|0|549833
74264|101|GEMINI|8793|0|8793|0|549833
74265|101|JAZZ AVIATION|34289|10538|2668|0|549833
74266|101|KELLY PRESS INC|28004|23161|4843|0|549833
74267|101|MESA AIR GROUP|181681|0|9852|0|549833
74268|101|NORTH AMERICAN|86938|0|86938|0|549833
74269|101|SPIRIT|177811|78985|0|0|549833
74270|101|UNITED AIRLINES|6261779|98943|1482447|0|549833
74271|101|WHITNEY INC|24168|24168|0|0|549833
74272|102|All Other Accounts|11035865|184|7185||549833
74273|102|All Other Accounts|147881||||549834
74274|101|UFCW per capita tax/dues|51726|0|0|0|549835
74275|101|RWDSU per capita tax/dues|3664|0|0|0|549835
74276|101|UFCW retirement|8110|0|0|0|549835
74277|101|RWDSU retirement|2953|0|0|0|549835
74278|101|Miscellaneous|8785|0|0|0|549835
74279|102|All Other Accounts|||||549835
74280|102|All Other Accounts|0|0|0|0|549837
74281|102|All Other Accounts|22281|0|0|0|549840
74282|101|Accounts Payble|38622||||549846
74283|102|All Other Accounts|||||549846
74305|101|WAGES PAYABLE|1033||||549849
74306|101|PAYROLL|203||||549849
74307|102|All Other Accounts|||||549849
74308|102|All Other Accounts|0|0|0|0|549858
74309|102|All Other Accounts|96699||||549859
74310|101|state of illinois|163||||549862
74311|101|internal revenue service|2210||||549862
74312|101|F.U.T.A.|152||||549862
74313|101|Industrial Building Workers Association|1000||||549862
74314|101|B Cassell|147||||549862
74315|101|I.D.E.S.|28||||549862
74316|101|R CAIRNS|35||||549862
74317|102|All Other Accounts|||||549862
74318|101|International Assoc. of Sheet Metal, Air, Rail|10302||||549863
74319|102|All Other Accounts|19418||||549863
74320|101|Dues Payable-International Union|67362||||549866
74321|102|All Other Accounts|9233||||549866
74322|102|All Other Accounts|610574|0|0|0|549867
74323|102|All Other Accounts|206546|0|0|0|549871
74324|102|All Other Accounts|22898|0|0|0|549872
74325|102|All Other Accounts|0|0|0|0|549877
74326|102|All Other Accounts|0||||549887
74327|101|Local 743 Health & Welfare Fund|129464|22420|45531||549890
74328|102|All Other Accounts|177130|0|0||549890
74329|102|All Other Accounts|91557|0|0|0|549894
74330|101|NO ACCOUNTS PAYABLE|0|0|0|0|549896
74331|102|All Other Accounts|0|0|0|0|549896
74332|102|All Other Accounts|0|0|0|0|549908
74333|102|All Other Accounts|250843||||549909
74334|102|All Other Accounts|||||549923
74335|101|DONALD EVANS|25020|0|0|0|549925
74336|101|ILA CHECK OFF|1224|0|0|0|549925
74337|102|All Other Accounts|0|0|0|0|549925
74338|102|All Other Accounts|46764||||549927
74339|102|All Other Accounts|||||549930
74340|102|All Other Accounts|||||549931
74341|101|Accounts Payable Vendors|630814||||549932
74342|102|All Other Accounts|||||549932
74343|102|All Other Accounts|||||549933
74344|101|UNITE HERE|8935|8935|0|0|549936
74345|102|All Other Accounts|||||549936
74346|102|All Other Accounts|||||549939
74347|102|All Other Accounts|0|0|0|0|549942
74348|102|All Other Accounts|2748|0|0|0|549943
74349|102|All Other Accounts|||||549944
74350|102|All Other Accounts|||||549945
74351|102|All Other Accounts|||||549949
74352|102|All Other Accounts|35730|0|0|0|549956
74353|101|NONE|0|0|0|0|549969
74354|102|All Other Accounts|0|0|0|0|549969
74356|101|Copyright Alliance|5000||||549972
74357|102|All Other Accounts|18497|2103|0|0|549972
74355|102|All Other Accounts|40468|0|0|0|549976
74358|102|All Other Accounts|20503|0|0|0|549981
74359|102|All Other Accounts|||||549987
74360|102|All Other Accounts|||||549989
74361|102|All Other Accounts|||||549992
74362|102|All Other Accounts|||||549997
74363|102|All Other Accounts|7571|0|0|0|549998
74364|102|All Other Accounts|||||550000
74365|102|All Other Accounts|13860||||550002
74366|102|All Other Accounts|80695|0|0|0|550003
74367|102|All Other Accounts|||||550005
74368|102|All Other Accounts|0|0|0|0|550008
74371|102|All Other Accounts|||||550013
74372|101|SEAFARERS INTERNATIONAL UNION NORTH AMERICA|10521||||550014
74373|102|All Other Accounts|4848||||550014
74374|102|All Other Accounts|||||550017
74375|102|All Other Accounts|||||550021
74378|101|PUC FUND|356||||550023
74376|101|US TREARURY   FORM 941|5728||||550023
74377|101|PA DEPT OF REVENUE|496||||550023
74379|101|WESTAB|653||||550023
74380|101|US TREASURY   FORM 940|160||||550023
74381|101|LST TAX|28||||550023
74382|101|USPS|3067||||550023
74383|102|All Other Accounts|||||550023
74384|101|Visa payable - Tim Thompson, BAC President|2798||||550027
74385|101|Visa payable, Marlin Overton, BAC Field Agent|581||||550027
74386|102|All Other Accounts|||||550027
74387|101|BANSLEY & KIENER, L.L.P|9500||||550028
74388|102|All Other Accounts|4383||||550028
74389|102|All Other Accounts|393186||||550029
74390|102|All Other Accounts|978356|0|0|0|550031
74391|102|All Other Accounts|0|0|0|0|550033
74392|102|All Other Accounts|0|0|0|0|550036
74393|102|All Other Accounts|111106|62|||550039
74394|101|IBEW Local 139 Welfare Fund|12008||||550051
74395|102|All Other Accounts|6288||||550051
74396|102|All Other Accounts|||||550052
74397|102|All Other Accounts|0||||550054
74398|102|All Other Accounts|||||550057
74399|101|UNITE HERE INTERNATIONAL UNION |79146||||550059
74400|101|UNITE HERE HEALTH |7535||||550059
74401|102|All Other Accounts|4590||||550059
74402|102|All Other Accounts|104327||||550060
74403|102|All Other Accounts|39332|0|0|0|550069
74404|102|All Other Accounts|286270|286270|647711|647711|550070
74405|101|Mauralee Albert|11||||550077
74406|101|American Express|2426||||550077
74407|101|AT&T Mobility|1268||||550077
74408|101|Branstetter,Stranch & Jennings|1375||||550077
74409|101|Chattanooga Area Labor Council|48||||550077
74410|101|Doug Collier|108||||550077
74411|101|Sarah Englehardt|459||||550077
74412|101|Enterprise|41||||550077
74413|101|Total Funds by Hasler|500||||550077
74414|101|Metropolitan Trustee|14561||||550077
74415|101|Nashville Electric|1274||||550077
74416|101|Office Depot|470||||550077
74417|101|Piedmont Natural Gas|455||||550077
74418|101|Brad Rayson|305||||550077
74419|101|SEIIU Affiliates Officers & Employees|7170||||550077
74420|101|SEIU International|30869||||550077
74421|101|SEIU Fund Office|338||||550077
74422|101|Charlie Spears|564||||550077
74423|101|Terminix|25||||550077
74424|101|Trutech|70||||550077
74425|101|Vowell & Jennings|532||||550077
74426|102|All Other Accounts|||||550077
74427|102|All Other Accounts|||||550082
74428|102|All Other Accounts|4705||||550087
74429|102|All Other Accounts|0|0|0|0|550091
74430|102|All Other Accounts|356556||||550092
74431|102|All Other Accounts|23740||||550105
74432|102|All Other Accounts|1563||||550106
74433|101|NA|0|0|0|0|550115
74434|102|All Other Accounts|0|0|0|0|550115
74435|102|All Other Accounts|5348||||550118
74436|102|All Other Accounts|2125895||||550120
74437|101|N/A|0|0|0|0|550123
74438|102|All Other Accounts|||||550123
74439|102|All Other Accounts|||||550125
74440|102|All Other Accounts|131687||||550136
74441|102|All Other Accounts|||||550150
74442|102|All Other Accounts|||||550157
74443|102|All Other Accounts|769418||||550159
74444|102|All Other Accounts|836585|0|0|0|550165
74445|101|Assessments Payable|18259||||550166
74446|102|All Other Accounts|22674||||550166
74447|102|All Other Accounts|6540|0|0|0|550171
74448|102|All Other Accounts|146536|0|0|0|550172
74449|102|All Other Accounts|19774||||550175
74450|101|Cliffside Digital LLC|19740|0|19740|0|550179
74451|101|TWU of America|141924|104915|37009|0|550179
74452|101|TWU of America|577895|0|0|0|550179
74453|101|Adelman, Richard|10500|7500|1000|0|550179
74454|101|Advocates for Justice|7595|0|0|0|550179
74455|101|All Purpose Advertising|14757|0|0|0|550179
74456|101|Avaya Financial Services|15125|0|0|0|550179
74457|101|Broadview Networks|9310|0|0|0|550179
74458|101|Colleran, O'Hara & Mills|68747|68747|0|0|550179
74459|101|CTP Solutions|11900|0|0|0|550179
74460|101|Edelman,Howard|5250|0|0|0|550179
74461|101|Image Pointe|42442|0|0|0|550179
74462|101|Jonda Printing Company Inc.|7647|0|0|0|550179
74463|101|LRA Consulting - LRCS Inc.|7500|0|0|0|550179
74464|101|Mirram Group|20000|0|0|0|550179
74465|101|Novak Francella LLC|12702|0|0|0|550179
74466|101|NYC Central Labor Council AFL-CIO|26308|0|0|0|550179
74467|101|NYS AFL-CIO|48645|0|0|0|550179
74468|101|O'Beirne, Stephen|8000|5200|0|0|550179
74469|101|Pitney Bowes|9811|0|0|0|550179
74470|101|Pitta Bishop Del Giorno & Giblin LLC|15000|0|0|0|550179
74471|101|RBL Associates Inc.|47988|0|0|0|550179
74472|101|Shriftman, Aaron|4400|2000|0|0|550179
74473|101|Xerox Corp.|20192|0|0|0|550179
74474|101|MTA Clinical Director|75000|0|60000||550179
74475|101|Telephone-MTA|9650|0|9650||550179
74476|102|All Other Accounts|136407||||550179
74477|102|All Other Accounts|||||550181
74478|102|All Other Accounts|||||550183
74479|102|All Other Accounts|39048|0|0|0|550184
74480|101|DISPERSEMENT FROM MEMEBERS (GOLF TOURN. MEMORIAL)|1885||||550185
74481|102|All Other Accounts|||||550185
74482|102|All Other Accounts|||||550188
74483|102|All Other Accounts|2077454||||550190
74484|102|All Other Accounts|126869|0|0|0|550196
74485|102|All Other Accounts|0|0|0|0|550199
74486|101|NONE|0|0|0|0|550202
74487|102|All Other Accounts|0|0|0|0|550202
74488|101|ABC Fire Extinguisher Co.|349||||550205
74489|101|A.J. Bart, Inc|28373||||550205
74490|101|Alessi, Kelly|1232||||550205
74491|101|American Express|48493||||550205
74492|101|Anton, Aaron|14||||550205
74493|101|Balcones Shred, LLC|230||||550205
74494|101|Baptiste & Wilder, PC|1657||||550205
74495|101|Borger Management, Inc.|5069||||550205
74496|101|Bradford Realty Services #892|1836||||550205
74497|101|Burnett's Staffing, Inc.|677||||550205
74498|101|Capitol Hill Club|58||||550205
74499|101|Clark, Stan|21||||550205
74500|101|Cockrell Printing Co.|251||||550205
74501|101|Community Waste Disposal|453||||550205
74502|101|Dallas Bar Association|235||||550205
74503|101|DFW Printing|1661||||550205
74504|101|DirecTV|217||||550205
74505|101|Dr. Tania Glenn & Associates, PA|100||||550205
74506|101|LA-FS ESD LLC dba Embassy Suites Dallas Market|16474||||550205
74507|101|Employment Law Consulting Group, LLC|500||||550205
74508|101|FedEx|1323||||550205
74509|101|Flynn, Margaret|1120||||550205
74510|101|Forlano, Rich|64||||550205
74511|101|Gasparolo, Tom|936||||550205
74512|101|Hanks, Neal|376||||550205
74513|101|Holum, Wayne|378||||550205
74514|101|Home Depot Credit Service|216||||550205
74515|101|Hooyman, Gary|28||||550205
74516|101|ICISF, Inc.|344||||550205
74517|101|InterCall|27||||550205
74518|101|James Publishing, Inc.|98||||550205
74519|101|KO-AM Corporation dba Janitor's World|489||||550205
74520|101|Jenkins, Richard|721||||550205
74521|101|Krella, Paul|29||||550205
74522|101|Lexis Nexis|296||||550205
74523|101|Marriott (Renaissance)|848||||550205
74524|101|Nevill Business Machines|567||||550205
74525|101|Noel, Mike|696||||550205
74526|101|Paul Geller Enterprises, Inc|110||||550205
74527|101|Paul White|90||||550205
74528|101|PCM Sales, Inc.|1863||||550205
74529|101|Personnel Concepts|51||||550205
74530|101|Preferred Office Products, Inc|562||||550205
74531|101|Reed Business Information|1375||||550205
74532|101|Roy, Alan|1332||||550205
74533|101|Stamps, Wayne|318||||550205
74534|101|Stanton, Alistair|85||||550205
74535|101|Southwest Airlines - Billing|355751||||550205
74536|101|Keelen Associates dba The Keelen Group, LLC|22314||||550205
74537|101|Tidy Aire|43||||550205
74538|101|Toth, Andrew|268||||550205
74539|101|Winsor, Tom|272||||550205
74540|101|Alex M. Wolbrink, M.D. Aeromedical Advisors, PLL|14750||||550205
74541|101|XO Communications|6064||||550205
74542|102|All Other Accounts|||||550205
74544|101|Wells Fargo Visa|5245||||550206
74545|102|All Other Accounts|14731||||550206
74543|102|All Other Accounts|10088||||550208
74546|102|All Other Accounts|||||550211
74547|102|All Other Accounts|||||550213
74548|101|PAYROLL LIABILITY|13547||||550216
74549|101|I.B.E.W. INTERNATIONAL PER CAPITA TAXES|9401||||550216
74550|101|STATE BUILDING AND CONSTRUCTION TRADES|1245||||550216
74551|101|CA STATE ASSOCIATION OF ELECTRICAL WORKERS|2536||||550216
74552|102|All Other Accounts|||||550216
74553|102|All Other Accounts|0|0|0|0|550219
74554|102|All Other Accounts|4928||||550220
74555|101|IAHFIAW- Per capita taxes International|40256||||550221
74556|102|All Other Accounts|15023||||550221
74557|101|PAYROLL WITHHOLDINGS|9810||||550229
74558|102|All Other Accounts|||||550229
74559|102|All Other Accounts|52863||||550236
74560|102|All Other Accounts|3626||||550238
74561|102|All Other Accounts|206642||||550240
74562|102|All Other Accounts|49||||550244
74563|102|All Other Accounts|||||550246
74564|102|All Other Accounts|0|0|0|0|550250
74565|102|All Other Accounts|0|0|0|0|550254
74566|102|All Other Accounts|||||550255
74567|102|All Other Accounts|1409|0|0|0|550257
74568|102|All Other Accounts|86089||||550259
74569|102|All Other Accounts|0|0|0|0|550273
74570|102|All Other Accounts|0|0|0|0|550283
74571|102|All Other Accounts|||||550296
74572|101|MARCH 2013 PER CAPITA TAX|99716||99716||550297
74573|101|APRIL 2013 PER CAPITA TAX|78904||78904||550297
74574|101|MAY 2013 PER CAPITA TAX|76715||76715||550297
74575|101|JUNE 2013 PER CAPITA TAX|78263||78263||550297
74576|101|JULY 2013 PER CAPITA TAX|79613||79613||550297
74577|101|AUGUST 2013 PER CAPITA TAX|71199||71199||550297
74578|101|SEPTEMBER 2013 PER CAPITA TAX|73971|73971|||550297
74579|101|OCTOBER 2013 PER CAPITA TAX|92119|92119|||550297
74580|101|NOVEMBER 2013 PER CAPITA TAX|69301|69301|||550297
74581|101|DECEMBER 2013 PER CAPITA TAX|77188|77188|||550297
74582|102|All Other Accounts|||||550297
74583|102|All Other Accounts|244907||||550299
74584|101|AFLAC|2405||||550301
74585|101|Andrew Strongin|1800|1800|||550301
74586|101|Bank of America|3217||3217||550301
74587|101|Glenn Dale Golf Club|1056||||550301
74588|101|Global Printing|1274||||550301
74589|101|Konica Minolta|1255||||550301
74590|101|Radio Accounting|1999|1999|||550301
74591|101|Sprint|314||||550301
74592|101|United American Nurses|4517||||550301
74593|101|Verizon|600||||550301
74594|101|Washington Express|311||||550301
74595|101|Various Vendors|1118|515|||550301
74596|102|All Other Accounts|||||550301
74597|101|NYC DEPARTMENT OF FINANCE|20413||||550308
74598|101|IATSE|61538||||550308
