OID|INV_TYPE|NAME|AMOUNT|RPT_ID
207588|703|Marketable Securities Total Cost|3328029|548154
207589|704|Marketable Securities Total BookValue|3328029|548154
207590|705|Other Investments Total Cost||548154
207591|706|Other Investments Total Book Value||548154
207592|703|Marketable Securities Total Cost||548157
207593|704|Marketable Securities Total BookValue||548157
207594|705|Other Investments Total Cost|40000|548157
207595|706|Other Investments Total Book Value|43794|548157
207596|702|SUTTON BANK|21902|548157
207597|702|MECHANICS BANK|21892|548157
207598|703|Marketable Securities Total Cost||548159
207599|704|Marketable Securities Total BookValue||548159
207600|705|Other Investments Total Cost||548159
207601|706|Other Investments Total Book Value||548159
207602|703|Marketable Securities Total Cost||548160
207603|704|Marketable Securities Total BookValue||548160
207604|705|Other Investments Total Cost||548160
207605|706|Other Investments Total Book Value||548160
207613|702|NONE|0|548164
207606|703|Marketable Securities Total Cost|26216147|548164
207607|704|Marketable Securities Total BookValue|26216147|548164
207608|701|VANGUARD TOTAL INTERNATIONAL STOCK INDEX|1494050|548164
207609|701|VANGUARD 500 INDEX FUND LARGE CAP|5963289|548164
207610|701|PIMCO TOTAL RETURN FUND|12646012|548164
207611|705|Other Investments Total Cost|0|548164
207612|706|Other Investments Total Book Value|0|548164
207614|703|Marketable Securities Total Cost|12014966|548166
207615|704|Marketable Securities Total BookValue|12014966|548166
207616|701|ALF-CIO Housing Trust|1152809|548166
207617|705|Other Investments Total Cost||548166
207618|706|Other Investments Total Book Value||548166
207619|703|Marketable Securities Total Cost||548167
207620|704|Marketable Securities Total BookValue||548167
207621|705|Other Investments Total Cost|984804|548167
207622|706|Other Investments Total Book Value|984804|548167
207623|702|Protective Life #PX0372966|756299|548167
207624|702|Equitrust Life #EQ0001083224F|74490|548167
207625|702|Northstar Real Estate Income Trust|119015|548167
207626|702|Cole Corporate Income Trust|25000|548167
207627|702|Investment Account Anniversary - Pershing LLC|10000|548167
207637|703|Marketable Securities Total Cost|2112818|548170
207638|704|Marketable Securities Total BookValue|2112818|548170
207639|701|Brandes ER|292236|548170
207640|701|Delaware ER|427593|548170
207641|701|Nuveen ER|285654|548170
207642|701|Nuveen GF|181379|548170
207643|701|Brandes GF|183529|548170
207644|701|Lord Abbett GF|176139|548170
207645|701|Delaware GF|320684|548170
207646|701|Lord Abbett|245604|548170
207647|705|Other Investments Total Cost||548170
207648|706|Other Investments Total Book Value||548170
207649|703|Marketable Securities Total Cost||548175
207650|704|Marketable Securities Total BookValue||548175
207651|705|Other Investments Total Cost|222775|548175
207652|706|Other Investments Total Book Value|502953|548175
207653|703|Marketable Securities Total Cost|323254|548176
207654|704|Marketable Securities Total BookValue|357165|548176
207655|701|ALPHA NAT RES INC SR NOTE|17300|548176
207656|701|MUN ULTRASHORT|49448|548176
207657|701|BLACKROCK LTD DURATION|27392|548176
207658|701|JP MORGAN CHASE & COMPANY|14620|548176
207659|701|JOHNSON & JOHNSON|13739|548176
207660|701|CREE INC|17193|548176
207661|701|DELAWARE EMERGING|21846|548176
207662|701|NEW WORLD|23008|548176
207663|701|NEW WORLD|37122|548176
207664|701|WASHINGTON MUTUAL|47984|548176
207665|705|Other Investments Total Cost||548176
207666|706|Other Investments Total Book Value||548176
207667|703|Marketable Securities Total Cost|607340|548177
207668|704|Marketable Securities Total BookValue|636851|548177
207669|701|4,543.039 uts Vanguard Inter-Term Tax-Exempt Adm|62331|548177
207670|701|3,169.395 uts Vanguard Ltd-Term Tax-Exempt Inv|34927|548177
207671|701|4,624.449 uts Vanguard Short-Term Treasury Inv|49389|548177
207672|701|3,545.374 uts Eaton Vance Global Macro Abs Ret Fd|33433|548177
207673|705|Other Investments Total Cost||548177
207674|706|Other Investments Total Book Value||548177
207675|703|Marketable Securities Total Cost||548178
207676|704|Marketable Securities Total BookValue||548178
207677|705|Other Investments Total Cost||548178
207678|706|Other Investments Total Book Value||548178
207679|703|Marketable Securities Total Cost||548179
207680|704|Marketable Securities Total BookValue||548179
207681|705|Other Investments Total Cost||548179
207682|706|Other Investments Total Book Value||548179
207683|703|Marketable Securities Total Cost||548184
207684|704|Marketable Securities Total BookValue||548184
207685|705|Other Investments Total Cost|92897|548184
207686|706|Other Investments Total Book Value|92897|548184
207687|703|Marketable Securities Total Cost|0|548188
207688|704|Marketable Securities Total BookValue|0|548188
207689|705|Other Investments Total Cost||548188
207690|706|Other Investments Total Book Value||548188
207691|703|Marketable Securities Total Cost||548191
207692|704|Marketable Securities Total BookValue||548191
207693|705|Other Investments Total Cost||548191
207694|706|Other Investments Total Book Value||548191
207706|702|NONE|0|548193
207695|703|Marketable Securities Total Cost|2100018|548193
207696|704|Marketable Securities Total BookValue|2262914|548193
207697|701|JP MORGAN CORE BOND FUND|175778|548193
207698|701|VANGUARD SHORT-TERM INVESTMENT GRADE - ADMIRAL|375421|548193
207699|701|ISHARES S&P 500 INDEX|135710|548193
207700|701|VANGUARD DIVIDEND GROWTH FUND|120540|548193
207701|701|MANNING & NAPIER OVERSEAS FUND|225394|548193
207702|701|SCOUT INTERNATIONAL FUND|223826|548193
207703|701|NATIXIS GATEWAY FUND Y|228462|548193
207704|705|Other Investments Total Cost|0|548193
207705|706|Other Investments Total Book Value|0|548193
207707|703|Marketable Securities Total Cost|395785|548194
207708|704|Marketable Securities Total BookValue|442969|548194
207709|701|Federal National Mortgage Assn 3% 9/16/14|26531|548194
207710|701|Federal National Mortgage Assn 5.25% 9/15/16|38145|548194
207711|701|Manning & Napier Core Plus Bond Series|71380|548194
207712|705|Other Investments Total Cost||548194
207713|706|Other Investments Total Book Value||548194
207714|703|Marketable Securities Total Cost|1225342|548204
207715|704|Marketable Securities Total BookValue|1225342|548204
207716|701|Insured Deposit US Bank|68298|548204
207717|701|Citigroup Capital IX Trust|149764|548204
207718|701|Citigroup Capital XI Trust|80898|548204
207719|701|Morgan Stanley Capital Trust III|68960|548204
207720|701|Morgan Stanley Capital Trust IV|121682|548204
207721|701|Morgan Stanley Capital Trust V|345453|548204
207722|701|Morgan Stanley Capital Trust VII|64877|548204
207723|701|Morgan Stanley Deposit Shares|79262|548204
207724|701|Wells Fargo & Co.|99808|548204
207725|705|Other Investments Total Cost||548204
207726|706|Other Investments Total Book Value||548204
207727|703|Marketable Securities Total Cost|1077685|548205
207728|704|Marketable Securities Total BookValue|1077685|548205
207729|701|MFS Research Bond Fund|168573|548205
207730|701|Metropolitan West Total Return Bond Fund|167597|548205
207731|701|PIMCO Total Return Fund|333282|548205
207732|705|Other Investments Total Cost|0|548205
207733|706|Other Investments Total Book Value|0|548205
207734|703|Marketable Securities Total Cost|0|548209
207735|704|Marketable Securities Total BookValue|0|548209
207736|705|Other Investments Total Cost|0|548209
207737|706|Other Investments Total Book Value|0|548209
207738|703|Marketable Securities Total Cost||548227
207739|704|Marketable Securities Total BookValue||548227
207740|705|Other Investments Total Cost|109052|548227
207741|706|Other Investments Total Book Value|109052|548227
207742|702|UBS Bank USA Business Account|100454|548227
207743|702|RMA Money Market Portfolio|8598|548227
207744|703|Marketable Securities Total Cost||548236
207745|704|Marketable Securities Total BookValue||548236
207746|705|Other Investments Total Cost||548236
207747|706|Other Investments Total Book Value||548236
207748|703|Marketable Securities Total Cost|405382|548237
207749|704|Marketable Securities Total BookValue|399368|548237
207750|701|US Treasury 4.25 8/15/2015|20466|548237
207751|701|US Treasury 0.25% 5/15/2015|25016|548237
207752|701|Fed Home Loan Mtg Corp 2.45% 9/4/2015|20023|548237
207753|701|FNMA 2.5% 9/28/2015|20035|548237
207754|705|Other Investments Total Cost||548237
207755|706|Other Investments Total Book Value||548237
207756|703|Marketable Securities Total Cost||548240
207757|704|Marketable Securities Total BookValue|178|548240
207758|701|2 shares AIG stock|178|548240
207759|705|Other Investments Total Cost||548240
207760|706|Other Investments Total Book Value||548240
207761|703|Marketable Securities Total Cost|1037849|548241
207762|704|Marketable Securities Total BookValue|1028874|548241
207763|701|Charles Schwab|249897|548241
207764|701|Amalgamated Bank of Chicago|249325|548241
207765|701|Moloney Securities Co., Inc.|529652|548241
207766|705|Other Investments Total Cost||548241
207767|706|Other Investments Total Book Value||548241
207768|703|Marketable Securities Total Cost||548243
207769|704|Marketable Securities Total BookValue||548243
207770|705|Other Investments Total Cost|1411187|548243
207771|706|Other Investments Total Book Value|1412104|548243
207772|702|AFL-CIO Housing Investment Trust|1412104|548243
207773|703|Marketable Securities Total Cost|353885|548244
207774|704|Marketable Securities Total BookValue|541283|548244
207775|701|The Growth Fund of American - A|29062|548244
207776|701|Washington Mutual Investors Fund|168184|548244
207777|701|American Balanced Fund|244084|548244
207778|705|Other Investments Total Cost||548244
207779|706|Other Investments Total Book Value||548244
207780|703|Marketable Securities Total Cost|46320|548246
207781|704|Marketable Securities Total BookValue|46320|548246
207782|701|1985 SERIES EE BONDS|22380|548246
207783|701|1994 SERIES EE BONDS|23940|548246
207784|705|Other Investments Total Cost||548246
207785|706|Other Investments Total Book Value||548246
207786|703|Marketable Securities Total Cost|81651|548251
207787|704|Marketable Securities Total BookValue|81651|548251
207788|701|AMERICAN BALANCED FUND CL A|55425|548251
207789|701|AFS GLOBAL BALANCED FUND CL A|26226|548251
207790|705|Other Investments Total Cost||548251
207791|706|Other Investments Total Book Value||548251
207792|703|Marketable Securities Total Cost|10703549|548252
207793|704|Marketable Securities Total BookValue|10357050|548252
207794|701|MORGAN STANLEY CASH EQUIVALENT|691636|548252
207795|701|ROYAL ALLIANCE CASH EQUIVALENT|1000153|548252
207796|705|Other Investments Total Cost||548252
207797|706|Other Investments Total Book Value||548252
207798|703|Marketable Securities Total Cost|12266696|548253
207799|704|Marketable Securities Total BookValue|12266696|548253
207800|701|8757 shs IShares MBS|915719|548253
207801|701|5868 shs IShares Total Core Bond|624531|548253
207802|701|10707 shs Vanguard Interm Term Bond|896822|548253
207803|701|7939 shs Pimco Total Return EFT|831531|548253
207804|701|24479 shs SPDR Barclay High Yeild|755185|548253
207805|705|Other Investments Total Cost||548253
207806|706|Other Investments Total Book Value||548253
207807|703|Marketable Securities Total Cost||548254
207808|704|Marketable Securities Total BookValue||548254
207809|705|Other Investments Total Cost||548254
207810|706|Other Investments Total Book Value||548254
207811|703|Marketable Securities Total Cost||548257
207812|704|Marketable Securities Total BookValue||548257
207813|705|Other Investments Total Cost||548257
207814|706|Other Investments Total Book Value||548257
207815|703|Marketable Securities Total Cost||548260
207816|704|Marketable Securities Total BookValue||548260
207817|705|Other Investments Total Cost||548260
207818|706|Other Investments Total Book Value||548260
207819|703|Marketable Securities Total Cost||548262
207820|704|Marketable Securities Total BookValue||548262
207821|705|Other Investments Total Cost||548262
207822|706|Other Investments Total Book Value||548262
207823|703|Marketable Securities Total Cost|425578|548263
207824|704|Marketable Securities Total BookValue|425578|548263
207825|701|Oppenheimer Strategic|306018|548263
207826|701|Oppenheimer Capital|119560|548263
207827|705|Other Investments Total Cost||548263
207828|706|Other Investments Total Book Value||548263
207829|703|Marketable Securities Total Cost|1514099|548264
207830|704|Marketable Securities Total BookValue|1514099|548264
207831|701|INVESCO EQUALLY WEIGHTED S&P 500 A|96257|548264
207832|701|DWS FLOATING RATE A|119678|548264
207833|701|MFS UTILITIES A|134314|548264
207834|701|DELAWARE DIVERSIFIED INCOME A|119525|548264
207835|705|Other Investments Total Cost|0|548264
207836|706|Other Investments Total Book Value|0|548264
207837|702|NONE|0|548264
207838|703|Marketable Securities Total Cost||548265
207839|704|Marketable Securities Total BookValue||548265
207840|705|Other Investments Total Cost|711209|548265
207841|706|Other Investments Total Book Value|711209|548265
207842|702|AFL-CIO HOUSING INVESTMENT TRUST|411510|548265
207843|702|PRINCORE BROKERAGE MUTUAL FUND|299694|548265
207844|703|Marketable Securities Total Cost||548268
207845|704|Marketable Securities Total BookValue||548268
207846|705|Other Investments Total Cost|10000|548268
207847|706|Other Investments Total Book Value|10000|548268
207848|702|Common Stock - IASTE Local 114 Payroll Company|10000|548268
207853|703|Marketable Securities Total Cost|0|548271
207854|704|Marketable Securities Total BookValue|0|548271
207855|705|Other Investments Total Cost|0|548271
207856|706|Other Investments Total Book Value|0|548271
207857|703|Marketable Securities Total Cost|1273155|548273
207858|704|Marketable Securities Total BookValue|1884862|548273
207859|705|Other Investments Total Cost|297943|548273
207860|706|Other Investments Total Book Value|297943|548273
207861|703|Marketable Securities Total Cost||548275
207862|704|Marketable Securities Total BookValue||548275
207863|705|Other Investments Total Cost||548275
207864|706|Other Investments Total Book Value||548275
207874|703|Marketable Securities Total Cost|0|548277
207875|704|Marketable Securities Total BookValue|0|548277
207876|705|Other Investments Total Cost|0|548277
207877|706|Other Investments Total Book Value|0|548277
207882|703|Marketable Securities Total Cost|3013248|548279
207883|704|Marketable Securities Total BookValue|4183038|548279
207884|701|SPARTAN 500 INDEX FID ADVANTAGE CLASS|3954343|548279
207885|705|Other Investments Total Cost|2076532|548279
207886|706|Other Investments Total Book Value|3071813|548279
207887|702|NIS CORE FFIXED INCOME FUND|2775045|548279
207888|702|NIS HIGH YIELD FUND|187388|548279
207889|703|Marketable Securities Total Cost|918906|548292
207890|704|Marketable Securities Total BookValue|918906|548292
207891|701|SPDR BARCLAY ST HIGH YIELD BOND|61337|548292
207892|701|EATON VANCE FLOATING RATE ADV|160000|548292
207893|701|METRO WEST LOW DURATION BOND|120000|548292
207894|701|GOLDMAN SACHS STRATEGIC INCOME|160000|548292
207895|701|LORD ABBETT SHORT DURATION INCOME FUND|120000|548292
207896|701|MAINSTAY MARKET FIELD FUND|80000|548292
207897|701|VIRTUS MULTI SECTOR ST BOND|60000|548292
207898|701|JP MORGAN STRATEGIC INCOME OPP FUND|80000|548292
207899|701|FIRST TR STR FL II SR FLOAT|47569|548292
207900|705|Other Investments Total Cost||548292
207901|706|Other Investments Total Book Value||548292
207909|701|NONE|0|548296
207907|703|Marketable Securities Total Cost|0|548296
207908|704|Marketable Securities Total BookValue|0|548296
207910|705|Other Investments Total Cost|0|548296
207911|706|Other Investments Total Book Value|0|548296
207912|702|NONE|0|548296
207913|703|Marketable Securities Total Cost|1280170|548299
207914|704|Marketable Securities Total BookValue|1348739|548299
207915|701|ISHARES 1-3 YEAR TREAS BOND ETF|196437|548299
207916|701|ISHARES TR TIPS BOND ETF|98690|548299
207917|701|SCHWAB INTERMEDIATE TERM US TREASURY ETF|262641|548299
207918|701|SCHWAB SHORT-TERM US TREASURY ETF|313916|548299
207919|705|Other Investments Total Cost||548299
207920|706|Other Investments Total Book Value||548299
207921|703|Marketable Securities Total Cost||548300
207922|704|Marketable Securities Total BookValue||548300
207923|705|Other Investments Total Cost||548300
207924|706|Other Investments Total Book Value||548300
207925|703|Marketable Securities Total Cost||548301
207926|704|Marketable Securities Total BookValue||548301
207927|705|Other Investments Total Cost|698621|548301
207928|706|Other Investments Total Book Value|790597|548301
207929|702|DEFFERED COMPENSATION PLAN - ING INVESTMENTS|790597|548301
207930|703|Marketable Securities Total Cost|958508|548302
207931|704|Marketable Securities Total BookValue|987325|548302
207932|701|AFL-CIO Housing Investment Trust|469957|548302
207933|705|Other Investments Total Cost|196250|548302
207934|706|Other Investments Total Book Value|196250|548302
207935|702|United Labor Bank stock|196250|548302
207936|703|Marketable Securities Total Cost|3208705|548303
207937|704|Marketable Securities Total BookValue|3660486|548303
207938|701|Mutual funds|3660486|548303
207939|705|Other Investments Total Cost||548303
207940|706|Other Investments Total Book Value||548303
207941|703|Marketable Securities Total Cost|743800|548304
207942|704|Marketable Securities Total BookValue|789101|548304
207943|701|CASH, INSURED BANK DEPOSITS, AND MONEY MARKET FUND|28864|548304
207944|701|MUTUAL FUNDS|648626|548304
207945|701|BONDS|111610|548304
207946|705|Other Investments Total Cost||548304
207947|706|Other Investments Total Book Value||548304
207948|703|Marketable Securities Total Cost||548306
207949|704|Marketable Securities Total BookValue||548306
207950|705|Other Investments Total Cost||548306
207951|706|Other Investments Total Book Value||548306
207952|703|Marketable Securities Total Cost|6622049|548307
207953|704|Marketable Securities Total BookValue|6919441|548307
207954|701|SPDR S & P 500 Trust|354235|548307
207955|705|Other Investments Total Cost|0|548307
207956|706|Other Investments Total Book Value|0|548307
207957|703|Marketable Securities Total Cost|40076|548309
207958|704|Marketable Securities Total BookValue|40076|548309
207959|701|The Principal Financial|37955|548309
207960|705|Other Investments Total Cost||548309
207961|706|Other Investments Total Book Value||548309
207969|701|AMERICAN NEW PERSPECTIVE - RAINY DAY FUND|7060|548311
207962|703|Marketable Securities Total Cost|371525|548311
207963|704|Marketable Securities Total BookValue|371525|548311
207964|701|AMERICAN CAPITAL WORLD - WEF FUND|76063|548311
207965|701|AMEERICAN BOND FUND - WEF FUND|190025|548311
207966|701|AMERICAN NEW PERSPECTIVE - WEF FUND|65351|548311
207967|701|AMERICAN CAPITAL WORLD - RAINY DAY FUND|15554|548311
207968|701|AMERICAN SMALL CAP WORLD - RAINY DAY FUND|11509|548311
207970|705|Other Investments Total Cost||548311
207971|706|Other Investments Total Book Value||548311
207972|703|Marketable Securities Total Cost|1081013|548313
207973|704|Marketable Securities Total BookValue|1111145|548313
207974|701|Rainier Balance Fund Institutional Class|1086633|548313
207975|701|Stancorp|24153|548313
207976|705|Other Investments Total Cost|66272|548313
207977|706|Other Investments Total Book Value|66272|548313
207978|702|US Bank Certificate of Deposit|66272|548313
207979|703|Marketable Securities Total Cost||548315
207980|704|Marketable Securities Total BookValue||548315
207981|705|Other Investments Total Cost||548315
207982|706|Other Investments Total Book Value||548315
207983|703|Marketable Securities Total Cost|1044994|548316
207984|704|Marketable Securities Total BookValue|1121294|548316
207985|701|American Century Short Duration Fund|57224|548316
207986|701|John Hancock Floating Rate|69112|548316
207987|701|Templeton Global Bond Fund Class A|59213|548316
207988|701|Vanguard Total Bond Market Index|287774|548316
207989|701|IShares TR Russell 3000 Index Fund|176819|548316
207990|705|Other Investments Total Cost||548316
207991|706|Other Investments Total Book Value||548316
207992|703|Marketable Securities Total Cost||548321
207993|704|Marketable Securities Total BookValue||548321
207994|705|Other Investments Total Cost||548321
207995|706|Other Investments Total Book Value||548321
207996|703|Marketable Securities Total Cost||548322
207997|704|Marketable Securities Total BookValue||548322
207998|705|Other Investments Total Cost||548322
207999|706|Other Investments Total Book Value||548322
208000|703|Marketable Securities Total Cost||548323
208001|704|Marketable Securities Total BookValue||548323
208002|705|Other Investments Total Cost||548323
208003|706|Other Investments Total Book Value||548323
208004|703|Marketable Securities Total Cost||548324
208005|704|Marketable Securities Total BookValue||548324
208006|705|Other Investments Total Cost||548324
208007|706|Other Investments Total Book Value||548324
208008|703|Marketable Securities Total Cost|4076168|548329
208009|704|Marketable Securities Total BookValue|4076168|548329
208010|701|FIRST TRUST INTEREST RATE HEDGE 68 TERM 5/11/15|462726|548329
208011|701|FIRST TRUST INVEST GRADE SELECT CE 35 TERM 8/7/14|300002|548329
208012|701|FIRST TRUST INVEST GADE SELECT CE 41 TERM 1/7/15|526606|548329
208013|701|FIRST TRUST SR LOAN & LTD DUR CE 32 TERM 11/18/15|262503|548329
208014|701|FIRST TRUST SR LOAN & LTD DUR CE 33 TERM 12/7/15|209813|548329
208015|701|FIRST TRUST SR LOAN & LTD DUR OPPTY CE 17 TERM 3/1|484216|548329
208016|701|FIRST TRUST STRATEGIC INCOME CE 47 TERM 3/30/15|259787|548329
208017|701|FIRST TRUST STRATEGIC INCOME PLUS CE 49 TERM 2/9/1|595402|548329
208018|701|ING USA LIFE ANNUITY CONTRACT|662095|548329
208019|705|Other Investments Total Cost||548329
208020|706|Other Investments Total Book Value||548329
208021|703|Marketable Securities Total Cost|2140548|548342
208022|704|Marketable Securities Total BookValue|2232045|548342
208023|701|EDWARD JONES MONEY MARKET ACCOUNT|3277|548342
208024|701|EDWARD JONES EXCHANGE TRADED FUNDS|862730|548342
208025|701|EDWARD JONES MUTUAL FUNDS|1366038|548342
208026|705|Other Investments Total Cost|24821|548342
208027|706|Other Investments Total Book Value|24821|548342
208028|702|LABOR TEMPLE BOND|24821|548342
208029|703|Marketable Securities Total Cost||548343
208030|704|Marketable Securities Total BookValue||548343
208031|705|Other Investments Total Cost||548343
208032|706|Other Investments Total Book Value||548343
208033|703|Marketable Securities Total Cost|29530|548346
208034|704|Marketable Securities Total BookValue|29530|548346
208035|701|Calvert Social Investment Fund Class A|29530|548346
208036|705|Other Investments Total Cost|500|548346
208037|706|Other Investments Total Book Value|500|548346
208038|703|Marketable Securities Total Cost|728426|548347
208039|704|Marketable Securities Total BookValue|823683|548347
208040|701|SPDR S&P 500 TRUST|52267|548347
208041|701|DOUBLELINE FDS TR|31078|548347
208042|701|METROPOLITAN WEST FUNDS|36896|548347
208043|701|PIONEER STATEGIC INCOME|30819|548347
208044|701|JP MORGAN TRUST II|37383|548347
208045|701|PIMCO FUNDS PAC INV|33762|548347
208046|701|T ROWE PRICE SMALL CAP|36769|548347
208047|705|Other Investments Total Cost||548347
208048|706|Other Investments Total Book Value||548347
208049|703|Marketable Securities Total Cost|0|548356
208050|704|Marketable Securities Total BookValue|0|548356
208051|705|Other Investments Total Cost|0|548356
208052|706|Other Investments Total Book Value|0|548356
208053|703|Marketable Securities Total Cost||548359
208054|704|Marketable Securities Total BookValue||548359
208055|705|Other Investments Total Cost||548359
208056|706|Other Investments Total Book Value||548359
208063|703|Marketable Securities Total Cost|2072281|548364
208064|704|Marketable Securities Total BookValue|2072281|548364
208065|701|US Treasury  .0625% 08/31/2017 125,000|124868|548364
208066|701|US Treasury  .25% 04/15/2016 175,000|174563|548364
208067|701|Federal Home Loan Mortgage Corp. Disc Due |114903|548364
208068|701|02/11/2014 115,000|0|548364
208069|701|Federal National MTGE ASSOC Notes 1.125% |114159|548364
208070|701|04/27/2017 115,00|0|548364
208071|705|Other Investments Total Cost|197000|548364
208072|706|Other Investments Total Book Value|197000|548364
208073|702|Molokai Land(at cost)|197000|548364
208074|703|Marketable Securities Total Cost||548366
208075|704|Marketable Securities Total BookValue||548366
208076|705|Other Investments Total Cost|28849|548366
208077|706|Other Investments Total Book Value|28849|548366
208078|702|Seattle Labor Temple|28849|548366
208079|703|Marketable Securities Total Cost||548388
208080|704|Marketable Securities Total BookValue||548388
208081|705|Other Investments Total Cost|1150990|548388
208082|706|Other Investments Total Book Value|1150990|548388
208083|702|CITIGROUP 4.875%|154005|548388
208084|702|CITIGROUP 5.00%|154775|548388
208085|702|MERRILL LYNCH 5.3%|160826|548388
208086|702|MORGAN STANLEY 4.75%|155095|548388
208087|702|ROYAL BANK OF SCOTLAND 5.00%|100126|548388
208088|702|GENWORTH 8.625%|114004|548388
208089|702|JEFFRIES 5.125%|103932|548388
208090|702|DELL INC 5.875%|105124|548388
208091|702|LEXMARK INTERNATIONAL 5.125%|103103|548388
208092|703|Marketable Securities Total Cost|77343|548394
208093|704|Marketable Securities Total BookValue|75509|548394
208094|701|MORGAN STANLEY GLB 4.75%|11087|548394
208095|701|GOLDMAN SACHS GROUP 6.00%|20357|548394
208096|701|JP MORGAN CHASE SER MTN FLT%|8018|548394
208097|701|WACHOVIA GLB 5.25%|20543|548394
208098|701|CITIGROUP INC.|15504|548394
208099|705|Other Investments Total Cost||548394
208100|706|Other Investments Total Book Value||548394
208101|703|Marketable Securities Total Cost||548401
208102|704|Marketable Securities Total BookValue||548401
208103|705|Other Investments Total Cost||548401
208104|706|Other Investments Total Book Value||548401
208105|703|Marketable Securities Total Cost||548409
208106|704|Marketable Securities Total BookValue||548409
208107|705|Other Investments Total Cost|146022|548409
208108|706|Other Investments Total Book Value|78849|548409
208109|703|Marketable Securities Total Cost|0|548410
208110|704|Marketable Securities Total BookValue|0|548410
208111|705|Other Investments Total Cost|357588|548410
208112|706|Other Investments Total Book Value|357588|548410
208113|702|U, Inc 1/2 Building|357588|548410
208114|703|Marketable Securities Total Cost|4314718|548411
208115|704|Marketable Securities Total BookValue|4314718|548411
208116|701|CD - First Trade Union Bank|3138558|548411
208117|701|TD Investment Checking|1176060|548411
208118|705|Other Investments Total Cost||548411
208119|706|Other Investments Total Book Value||548411
208120|703|Marketable Securities Total Cost|120292|548447
208121|704|Marketable Securities Total BookValue|120292|548447
208122|701|JP MORGAN CHASE BANK - CD DUE 03/13/2014|120292|548447
208123|705|Other Investments Total Cost||548447
208124|706|Other Investments Total Book Value||548447
208125|703|Marketable Securities Total Cost|394749|548449
208126|704|Marketable Securities Total BookValue|394749|548449
208127|701|GOLDMAN SACHS BANK - CD|75000|548449
208128|701|BANK OF CHINA - CD|120000|548449
208129|701|GE CAPITAL - CD|50400|548449
208130|701|BANK OF INDIA - CD|100000|548449
208131|701|WELLS FARGO ADVISORS - BANK DEPOSIT SWEEP|49349|548449
208132|705|Other Investments Total Cost|817190|548449
208133|706|Other Investments Total Book Value|817190|548449
208134|702|INVESTMENT IN LOCAL 111 REALTY HOLDING CORP.|817190|548449
208135|703|Marketable Securities Total Cost|1768646|548450
208136|704|Marketable Securities Total BookValue|1768646|548450
208137|701|SPDR S&P 500 ETF TRUST|230577|548450
208138|701|GOVERNMENT AGENCY - FHLB 02/28/2014|200021|548450
208139|705|Other Investments Total Cost||548450
208140|706|Other Investments Total Book Value||548450
208141|703|Marketable Securities Total Cost||548454
208142|704|Marketable Securities Total BookValue||548454
208143|705|Other Investments Total Cost||548454
208144|706|Other Investments Total Book Value|100421|548454
208145|702|39.03% of United Building Trades Group|100421|548454
208146|703|Marketable Securities Total Cost|830276|548457
208147|704|Marketable Securities Total BookValue|1029152|548457
208148|701|AON PLC COM USD0.01 CL A (AON)|10235|548457
208149|701|NORWEGIAN CRUISE LINE HLDGS LTD COM (NCLH)|6775|548457
208150|701|AMERICAN INTL GROUP INC COM NEW (AIG)|13324|548457
208151|701|CVS CAREMARK CORP (CVS)|7229|548457
208152|701|CA INC COM (CA)|11037|548457
208153|701|CANADIAN NATURAL RESOURCES LTD COM NPV (CNQ)|12318|548457
208154|701|CAPITAL ONE FINANCIAL CORP (COF)|5822|548457
208155|701|CENTURYLINK INC (CTL)|8185|548457
208156|701|CISCO SYS INC (CSCO)|5271|548457
208157|701|CITIGROUP INC COM NEW (C)|13809|548457
208158|701|GENERAL MOTORS CO COM (GM)|12465|548457
208159|701|GOLDMAN SACHS GROUP INC (GS)|7090|548457
208160|701|HARTFORD FINL SVCS GROUP INC (HIG)|13622|548457
208161|701|JPMORGAN CHASE & CO (JPM)|8714|548457
208162|701|LOEWS CORP (L)|6898|548457
208163|701|METLIFE INC COM (MET)|9652|548457
208164|701|MICROSOFT CORP (MSFT)|11747|548457
208165|701|OCCIDENTAL PETROLEUM CORP (OXY)|5326|548457
208166|701|ORACLE CORPORATION (ORCL)|8188|548457
208167|701|PACCAR INC (PCAR)|5621|548457
208168|701|PFIZER INC (PFE)|11456|548457
208169|701|RAYTHEON CO COM NEW (RTN)|5623|548457
208170|701|SANOFI SPONSORED ADR (SNY)|10565|548457
208171|701|TALISMAN ENERGY INC COM NPV SEDOL (TLM)|11592|548457
208172|701|TEVA PHARMACEUTICAL INDUSTRIES ADR (TEVA)|8577|548457
208173|701|TIME WARNER INC NEW COM NEW (TWX)|8645|548457
208174|701|UNION PACIFIC CORP (UNP)|5544|548457
208175|701|UNUM GROUP (UNM)|10419|548457
208176|701|VALERO ENERGY CORP (VLO)|5443|548457
208177|701|VIACOM INC NEW CL B (VIAB)|8996|548457
208178|701|WELLS FARGO & CO NEW (WFC)|8581|548457
208179|701|BIOGEN EDEC INC (BIIB)|5871|548457
208180|701|UNITEDHEALTH GROUP (UNH)|5648|548457
208181|705|Other Investments Total Cost||548457
208182|706|Other Investments Total Book Value||548457
208183|703|Marketable Securities Total Cost|188324|548458
208184|704|Marketable Securities Total BookValue|188324|548458
208185|701|BANK HAPOLIM - CD|49000|548458
208186|701|BANK OF INDIA - CD|50000|548458
208187|701|STATE BANK OF INDIA - CD|39000|548458
