OID|DESCRIPTION|BOOK_VALUE|RPT_ID
53556|PREPAID EXPENSES|2975|545083
53557|PREPAID INSURANCE|1166|545083
53558|EXPENSE ADVANCES TO AFFILIATED FUNDS|16800|545083
53559|Bibles - Protestant 23 @ $23 each|529|545106
53560|Bibles - Catholic 24 @ $27 each|648|545106
53561|Bulk mailing permit # 109 balance as of 12-31-13|664|545106
53562|SECURITY DEPOSIT|1518|545107
53563|65 Watches @ $80 each|5200|545108
53564|106 Bibles @ $ 30 each|3180|545108
53565|9 Jackets - 6 @ $65 each and 3 @ $68 each|594|545108
53566|8 Hoodies - 3 @ $35 each and 5 @ $38 each|190|545108
53567|24 Sweatshirts @ $20 each|480|545108
53568|64 Hats @ 10 each|640|545108
53902|Misc. Other Assets|566|546382
53569|48 Patches - 47 @ $2 each and 1 @ $10|104|545108
53570|99 Long Sleeve T-shirts @ $15 each|1485|545108
53571|341 T-Shirts (assorted sizes)|1811|545108
53572|PREPAID EXPENSES|8465|545132
53573|N / A|0|545140
53574|MEN AND WOMEN UAW WATCHES|1300|545155
53575|RESTRICTED CASH|22832|545156
53576|BARNEVELD BUILDING|960143|545157
53577|N/A|0|545161
53578|Security Deposit|1280|545183
53930|DEATH BENEFIT FUND|51714|546561
53580|UAW 2317 SHIRTS|1797|545187
53581|UAW2317 HATS|813|545187
53582|None|0|545188
53583|Deposits|7712|545189
53584|Security Deposits|212|545197
53585|Prepaid Expenses|15272|545198
53588|NALC REtirement & Death Fund|512664|545205
53589|Deposit on Assets|25|545206
53590|Deposit on potential land aquisition|1000|545211
53591|NONE|0|545212
53592|Deposits|193|545213
53593|NONE|0|545215
53594|INVENTORIES|400|545217
53595|LABOR TEMPLE BUILDING|6900|545217
53596|CERTIFICATE OF DEPOSITS|184721|545217
53597|Restricted Cash - Contractor Bonds|158223|545218
53598|INVENTORY - BEVERAGE|2671|545232
53599|Payroll tax refund receivable|392|545246
53600|National Pension Fund over Contribution Receivable|2214|545246
53601|Prepaid Insurance|17656|545246
53602|Prepaid legal fees|14000|545246
53603|Prepaid per capita contributions|9918|545246
53604|Deposit of Office Furniture purchased|653|545246
53605|WORKERS COMPENSATION DEPOSIT|229|545261
53606|PREPAID EXPENSES|9333|545263
53607|SECURITY DEPOSIT|3500|545264
53608|LINCOLN NE LABOR TEMPLE BUILDING SHARES|250|545273
53609|ACCRUED INTEREST RECEIVABLE|49095|545317
53610|PREPAID EXPENSES|11644|545317
53611|DUE FROM RELATED PARTY|67596|545317
53612|OTHER RECEIVABLES|1313|545317
53613|T-Shirt Inventory|2915|545344
53614|NA|0|545352
53615|NONE|0|545365
53616|PREPAID EXPENSES |3482|545370
53617|MARKET VALUE ADJUSTMENT - INVESTMENT|3271|545370
53618|Bibles |5879|545383
53619|Shirts |434|545383
53620|PREPAID EXPENSES|34341|545384
53621|SECURITY DEPOSIT|9364|545384
53622|ACCRUED INTEREST|54011|545384
53623|RELATED ORGANIZATIONS|47545|545384
53625|NONE|0|545388
53626|Rent Security Deposit|17817|545401
53627|PREPAID INSURANCE|7070|545407
53628|Prepaid Expense|4525|545409
53629|PREPAID EXPENSES|14564|545411
53630|DUE FROM BLDG. FUND CORPORATION|175523|545411
53633|UTILITY DEPOSIT|750|545418
53634|RENTAL DEPOSIT|480|545418
53635|INTEREST RECEIVABLE|3247|545425
53636|prepaid expenses|153887|545436
53637|standing travel advances|2200|545436
53638|NONE|0|545439
53639|Pre Paid Postage|1896|545461
53640|68 Bibles|2176|545461
53641|45 UAW Hats|720|545461
53642|27 Black UAW T shirts|432|545461
53643|19 Gray UAW T-shirts|304|545461
53644|35 Red UAW T-shirts|560|545461
53645|8 Green UAW Sweatshirts|280|545461
53646|3 Gray UAW Sweatshirts|105|545461
53647|19 Blue UAW Sweatshirts|665|545461
53648|24 Yellow UAW Sweatshirts|840|545461
53649|Lease deposit|16146|545473
53650|PREPAID EXPENSES|2354|545474
53651|PREPAID PER CAPITA TAXES|298233|545477
53652|PREPAID EXPENSES|14821|545478
53653|Purchased CONSOL Energy stock in 2011|5000|545480
53654|BWC DEPOSIT|992|545514
53655|OTHER DEPOSITS|11603|545514
55312|Other Assets|5124|549740
53656|Worker's Compensation Deposit|248|545518
53657|Rent  Deposit|5016|545518
53658|Prepaid Expenses|1233|545518
53659|Green Solidarty shirts (19)|133|545523
53660|Gray Solidarity shirts (23)|161|545523
53661|Black Solidarity shirts (35)|280|545523
53662|Prepaid Insurance|3810|545525
53663|Security Deposit to Capitol Copy - Copier Lease|411|545530
53665|BOND|60000|545533
53666|Bibles|853|545537
53667|UAW Local 4911 Solidarity Briefcases|3107|545537
53668|UNEXPIRED INSURANCE|6045|545538
53669|ACCRUED INTEREST RECEIVABLE|5466|545541
53670|PREPAYMENTS|39125|545541
53671|PREPAID LEASE|9699|545542
53672|PREPAID RENT & SECURITY DEPOSIT|1600|545554
53673|INVESTMENT IN BUILDING CORPORATION|35798|545563
53676|PREPAID RENT|47064|545569
53677|SECURITY DEPOSIT|47000|545569
53678|DEPOSITS - OFFICE FURNITURE|3180|545569
53679|OTHER RECEIVABLE|430|545569
53674|Bad Debt Reserve|-76713|545568
53675|Security Deposits|61864|545568
53680|ACCRUED INTEREST RECEIVABLE|2004|545577
53681|IAF RECEIVABLE|1473|545577
53682|PREPAID INSURANCE|3871|545577
53683|PREPAID EXPENSES|6706|545577
53684|INVENTORY OF HATS, T-SHIRTS, ETC.|1780|545577
53697|Prepaid Federal Payroll Taxes|12160|545579
53698|Investment in Seattle Labor Temple|5000|545580
53699|DUE FROM RELATED ORGANIZATIONS|15102|545582
53700|ART WORK|4850|545585
53701|LEASE SECURITY DEPOSIT|22838|545585
53703|PREPAID EXPENSES|10126|545587
53704|NONE|0|545590
53705|Members' promotional items inventory|6556|545591
53706|Members' jackets, shirts inventory|331|545591
53707|INVESTMENT IN UNION PLAZA|300000|545594
53708|Prepaid expense|1758|545596
53709|Prepaid mortgage closing costs|205|545607
53710|PREPAID INSURANCE|5496|545618
53711|SECURITY DEPOSIT|1068|545618
53712|Deposit|100|545623
53713|Rent Deposit|675|545638
53714|Prepaid Rent|1950|545638
53715|Inventory of Promotional Items|7219|545642
53723|Inventory|6999|545670
53722|UNAMORTIZED TENANT LEASE COMMISSIONS|128171|545669
53724|Other Receivables|1724|545676
53725|Prepaid Insurance|1056|545680
53726|DEPOSITS WITH CARRIERS, AIRLINES AND PROPERTY MGT|10279|545683
53727|REIMBURSABLE ADVANCES|4196|545683
53728|JACKETS, HATS, AND TOOLS|40355|545687
53729|ACCRUED INTEREST RECEIVABLE|6761|545687
53730|PREPAID EXPENSES|8450|545687
53731|Gift Cards on Hand|1968|545690
53732|SECURITY DEPOSITS|10857|545696
53733|PREPAID INSURANCE|1875|545696
53734|PREPAID EXPENSE|3773|545696
53735|SUNDRY RECEIVABLE|1029|545696
53736|UTILITY DEPOSIT|1950|545701
53737|INVENTORY|2657|545701
53738|PAYROLL WITHHOLDING|1049|545701
53739|PREPAID SERVICE AGREEMENT|489|545702
53740|PREPAID INSURANCE|8849|545702
53741|PREPAID LEGAL EXPENSES|250|545702
53742|INVENTORY|5320|545702
53743|Option Air Credits|10000|545703
53744|Prepaid Payroll|4667|545703
53745|None|0|545712
53747|Accrued Interest Receivable|16214|545727
53748|Prepaid Insurance|5262|545727
53749|PREPAID PAYROLL TAXES|5084|545728
53750|Hats|250|545730
53751|Iron-on Patches|975|545730
53752|Polo Shirts|1961|545730
53753|T-Shirts|3227|545730
53754|Bibles|1092|545730
53755|SECURITY DEPOSIT|960|545747
53756|Payroll tax overpayment|16513|545795
53757|Defense Fund|512|545800
53758|Members Relief |512|545800
53759|UTILITY DEPOSIT|100|545811
53761|NONE|0|545851
53764|Rent Security Deposits|7940|545877
53765|Utility Security Deposits|576|545877
53766|SECURITY DEPOSIT|850|545883
53767|PREPAID EXPENSES|2121|545883
53768|DUE FROM RELATED ORGANIZATIONS|1660213|545894
53769|DEPOSITS|4030|545894
53770|DUE FROM LOCAL 6|14732|545905
53771|DUE FROM LOCAL 1|336|545905
53772|OFFICE OF THE IMPARTIAL CHAIRPERSON HOTEL IND. NYC|74682|545905
53773|PREPAID EXPENSE AND OTHER ASSETS |102748|545905
53774|INVENTORY -PLOTS & PLAQUES|2369|545905
53775|None|0|545935
53776|NONE|0|545936
53777|Accrued interest receivable on dividends|403|545949
53778|SECURITY DEPOSIT ON LEASED OFFICE SPACE|500|545953
53779|PAYROLL TAXES RECEIVABLE|707|545953
53780|Security deposit on space rented|1700|545979
53781|Investment in MSEA Building Association|121631|545980
53782|Prepaid Expenses|32574|545980
53783|Prepaid Payroll|5099|545980
53784|Prepaid Postage|16687|545980
53785|NONE|0|545981
53786|WORKERS COMPENSATION DEPOSIT|539|545988
53787|T-Shirts 447 @10.00|5620|545990
53788|Jackets 158 @26.25|4417|545990
53789|T-shirts and sweatshirts|1260|546007
53790|Bibles|918|546007
53791|Bulk mailing balance/postage|632|546007
53792|Prepaid Expenses|36768|546016
53793|Workers' Compensation Deposit|106|546019
53794|Retiree Jackets (109 on hand @ $34.57 per unit)|3768|546025
53795|Bibles (337 on hand @$19.16 per unit)|6457|546025
53796|Postage on Hand|3177|546025
53797|UNION LABEL SHIRTS|70|546039
53798|LAPEL PINS|11|546039
53799|BIBLES|1470|546039
53800|UAW CLOCKS|198|546039
53801|VETERAN T-SHIRTS|1228|546039
53802|Prepaid Insurance|13363|546041
53803|Prepaid Lease|7029|546041
53804|Prepaid Health Insurance|57265|546041
53805|Prepaid Postage|1903|546041
53806|Security Deposit|5308|546041
53807|Escrow Account|145861|546041
53808|SECURITY DEPOSITS|50|546042
53809|MORTGAGE ACQUISITION COSTS|4174|546042
53810|UNEXPIRED INSURANCE PREMIUMS|574|546042
53811|CASH ON HAND|133|546042
53812|Inventory:  caps, jackets, etc.|8162|546054
53813|NONE|0|546057
53814|Due From Affiliate|385379|546074
53815|28 Mens Watches|2100|546076
53816|1 Ladies Watch|75|546076
53817|30 Bibles|840|546076
53818|Veterans T-Shirts|299|546076
53819|Postage|73|546076
53820|Postage Meter Bulk Mailing|560|546076
53821|Postage Meter Return Mailing|74|546076
53822|Seat Cushions|824|546076
53823|360Golf Balls|613|546076
53824|PREPAID PAYROLL WITHHOLDINGS|9347|546088
53825|Inventory|16896|546090
53826|Prepaid expenses|19842|546090
53827|Interest receivable|3931|546090
53828|Payroll deposit made|5958|546092
53829|15 bibles|545|546095
53830|Prepaid Insurance|3182|546131
53831|Security Deposit - Utility|125|546131
53832|Local 207 Home Association|64940|546162
53833|Prepaid Expenses|56701|546171
53834|NONE|0|546176
53835|SECURITY DEPOSITS|1948|546177
53836|PREPAID FEDERAL INCOME TAXES|20510|546177
53837|PREPAID STATE INCOME TAXES|4374|546177
53838|Prepaid Insurance|2821|546185
53839|Prepaid Machine Maintence Agreement|303|546185
53840|Supplies- Resale|14161|546195
53841|Deposits|1087|546203
53842|Prepaid rent|1605|546203
53843|ACCRUED INTEREST & DIVIDENDS|45904|546212
53844|DEFERRED LEASING COMMISSIONS|334913|546212
53845|PREPAID EXPENSES|9371|546212
53846|SECURITY DEPOSITS|2657|546212
53847|BIBLES 24@ 18.75 EACH  17 LEFT  KING  JAMES|319|546216
53848|FLAG T-SHIRT 95 @ 1188  (68 LEFT)|850|546216
53849|VETERAN T-SHIRT 37 @ 524.75 (19 LEFT)|285|546216
53850|LOCOMOTIVE T-SHIRT 39 @ 447.25 (7 LEFT)|84|546216
53851|LOCO HOODIES 23@ 36.00 829 (14 LEFT)|504|546216
53852|MENS TRI-FOLD 68@13|897|546216
53853|BIBLES CATH. 24 @10|240|546216
53854|TRI-FOLD WALLET 68 @13 (68 LEFT)|897|546216
53855|Office Furniture And Equipment (estimated)|7000|546221
53856|Prepaid Expenses|1687|546259
53857|Workers' Compensation Deposit|11390|546259
53858|Miscellaneous Deposits|1849|546259
53859|Prepaid January 2, 2014 Payroll|165729|546259
53860|PREPAID INSURANCE|5066|546269
53861|SECURITY DEPOSIT|25|546269
53862|NONE|0|546290
53863|Due from UA for 50 year members|2629|546293
53864|Security deposits|1350|546293
53865|Due from affiliates|59023|546293
53866|STOCK IN BUILDING CORPORATION|361106|546304
53867|87 Bibles @ $25.00|2175|546320
53868|128 T-Shirts @$10.00|1180|546320
53869|17 Watches @$70.00|1190|546320
53870|Misc. Office Supplies|650|546320
53871|Postage|300|546320
53872|WORKERS COMPENSATION DEPOSIT|676|546341
53873|RENT DEPOSIT|1050|546348
53874|TAXES AND INSURANCE ESCROW|17097|546349
53875|Prepaid Insurance|9247|546351
53876|Security Deposits|4687|546351
53877|Prepaid Rent|1091|546351
53878|Security Deposits|13898|546352
53879|Prepaid Expenses|11792|546352
53880|APPAREL |4664|546354
53881|KOOZIES|253|546354
53882|BIBLES|972|546354
53883|PREPAID POSTAGE DEPOSITS|263|546354
53884|RETIREMENT LAPEL PINS|146|546354
53885|VET PATCHES|10|546354
53886|SECURITY DEPOSIT AND OTHER CURRENT ASSETS|14396|546361
53887|PREPAID INSURANCE|69937|546361
53888|PREPAID REAL ESTATE TAXES|310594|546361
53889|ACCRUED INTEREST|18789|546361
53890|DUE FROM LOCAL 25|4514|546361
53891|OTHER RECEIVABLES |90|546361
53892|PREPAID RENT|59410|546367
53893|PREPAID MAINTENANCE EXPENSE|1000|546367
53894|DEPOSITS|18629|546367
53895|UNREALIZED VALUATION ALLOWANCE IN INVESTMENTS|733308|546367
53896|Deposits|153|546373
53897|Other Receivables|80848|546379
53898|Prepaid Expenses & Deposit|43543|546379
53899|Unexpired Insurance|26116|546379
53900|Lease deposit|8187|546381
53901|Burial Lot|100|546382
53903|Workers Compensation Deposit|419|546389
53904|PREPAID INSURANCE|145|546407
53905|Restitution Income Receivable|791668|546409
53906|SECURITY DEPOSIT|2900|546413
53907|N/A|0|546427
53908|INDUSTRIAL INSURANCE DEPOSIT|72|546440
53909|Prepaid Expenses|7424|546482
53910|Other Receivables|21881|546482
53911|ADVANCES|1900|546502
53912|EXPENSE ADVANCES - INTERNATIONAL UNION|125617|546502
53913|EXPENSE ADVANCES - OTHER|1586|546502
53914|DUE FROM APPRENTICESHIP FUND|3000|546502
53915|NONE|0|546505
53916|bibles|50|546516
53917|Banquet Hall Inventory|9462|546528
53918|RENT SECURITY DEPOSIT|1406|546533
53919|40 Bibles|1200|546536
53920|27 t-Shirts|243|546536
53921|INTEREST RECEIVABLE|67|546540
53922|PREPAID BENEFITS|2410|546540
53923|Due from Members|4699|546544
53924|Inventory|19737|546544
53925|Due from Local 98 COPE Fund|10092|546544
53926|DUE FROM AFFILIATED FUNDS|3608|546556
53927|ACCRUED INTEREST RECEIVABLE|991|546556
53928|PREPAID EXPENSES|5142|546556
53929|UNEXPIRED INSURANCE|6030|546556
54291|PREPAID DUES & SUBSCRIPTIONS|2060|547566
53931|INVENTORY|14553|546561
53932|Dues Stamps Inventory|9385|546563
53933|Security Deposits|550|546563
53934|Aprons  30 x 19.75|592|546582
53935|T-shirts 568 x $15|8520|546582
53936|Bad Tags  208 x 2.00|416|546582
53937|Bumper Stickers  1739 x 1|1739|546582
53938|Children T Shirts 25 x 10|250|546582
53939|Hats 155 x 15|2325|546582
53940|Beanie hat 1  x 10|10|546582
53941|Bibles 90  x 32|2880|546582
53942|Grueninger Travel Deposit|3000|546582
53943|AALCO Deposit|500|546582
53944|Five Star Deposit|300|546582
53945|Interest Receivable|9086|546583
53946|Prepaid Expenses|1028|546583
53947|Deposits|378|546583
53948|NONE|0|546592
53949|DEFERRED COMPENSATION|537885|546609
53950|BUILDING TRADES ASSOCIATION|184708|546609
53951|UTILITY DEPOSIT|75|546611
53952|NONE|0|546613
53953|Hats|270|546614
53954|Shirts|1849|546614
53955|Receiver Plugs|400|546614
53956|Cookbooks|245|546614
53957|Sweat Pants|560|546614
53958|Bibles|1402|546614
53959|Pins|350|546614
53960|ACCRUED INTEREST RECEIVABLE|122|546654
53961|PREPAID EXPENSES|30483|546654
53962|DUE FROM LOCAL 175  WELFAREFUND|4054|546661
53963|PREPAID INSURANCE|7703|546661
53964|PREPAID EXPENSES|10862|546662
53965|SECURITY DEPOSIT|612|546662
53966|Travel advance|1366|546672
53967|Prepaid insurance|16737|546672
53968|Loan costs, net of accumulated amortization|2277|546672
53969|Deposits|55834|546672
53970|Prepaid Postage|19233|546674
53971|Prepaid Maintenance|24045|546674
53972|Deposit - Rental|2875|546674
53974|PREPAID INSURANCE|27115|546683
53975|DUES RECEIVABLE|608084|546683
53976|PREPAID LEASE|14913|546683
53977|13 Biles @ $50 each|650|546686
53978|36 T-shirts @ $10 each|360|546686
53980|NONE|0|546698
53981|Prepaid Expenses|3553|546711
53982|Inventory|1623|546711
53983|Unrealized Valuation Allowance in Investments|125909|546712
53984|Prepaid Rent|23466|546712
53985|Prepaid Insurance|28762|546712
53986|Prepaid Other|61738|546712
53987|Security Deposit|16817|546712
53988|Other Receivables|183|546712
53989|Due from Finishing Trades of SNE|13230|546714
53990|Security deposit|1266|546714
53991|Due from Local 1122|7144|546714
53992|none|0|546715
53993|WORKERS COMP DEPOSIT|79|546718
53994|ADVANCES|14|546718
53995|SECURITY DEPOSITS|36546|546720
53996|PREPAID EXPENSES|60404|546720
53997|DUE FROM RELATED ORGANIZATIONS|1002570|546720
53998|Security Deposit|18675|546727
53999|Due from Related Funds|113609|546727
54000|Misc|62|546727
54001|Due from Broker (Unsettled trades)|12814|546727
54002|CEMETERY LOTS|4400|546732
54003|BUILDING LEASE DEPOSIT|2900|546732
54004|NONE|0|546735
54005|PREPAID EXPENSES|6124|546738
54006|INVENTORY|746|546738
54007|Returned Checks|54|546742
54008|Prepaid taxes and expenses|1026|546749
54009|INVENTORY - SUPPLIES|3357|546754
54010|N/A|0|546757
54011|Prepaid Legal Fees|2500|546764
54012|Rental Security Deposit|300|546764
54013|Market Value of Investments in Excess of Cost|118520|546764
54014|Prepaid Rent|5696|546780
54015|Prepaid Insurance|25636|546780
54016|Prepaid Per Capita|23632|546780
54017|Security Deposit|5200|546780
54018|Prepaid Real Estate tax|12123|546780
54019|On-line Store Inventory|63514|546780
54020|Allowance for Doubtful Accounts|-1308513|546780
54021|Unrealized valuation allowance in investments|6242470|546780
54023|ACCRUED INTEREST|2786|546786
54024|PREPAID INSURANCE|24655|546786
54025|RENTAL DEPOSIT|1000|546786
54026|Deposits|1680|546795
54027|Lease Deposit|2567|546797
54028|ALLOWANCE FOR DOUBTFUL ACCOUNTS|-55179|546801
54029|PREPAID EXPENSES|5046|546804
54030|PREPAID EXPENSES|6375|546809
54031|Prepaid Insurance|5350|546817
54032|Prepaid Rent|4691|546817
54033|Prepaid Other|260|546817
54034|Security Deposits|6115|546817
54035|Prepaid Insurance|10725|546820
54036|Prepaid Expenses|1962|546820
54037|WORKER'S COMPENSATION DEPOSIT|397|546821
54038|DP&L DEPOSIT|4403|546821
54039|PREPAID INSURANCE|4082|546821
54040|Prepaid Insurance|3555|546825
54041|Prepaid Payroll Tax Withholding|340|546825
54042|8 Bibles @ 29.99 each|240|546834
54043|Deferred Expenses|9977|546835
54044|Stock in Labor Temple (at cost)|1000|546838
54045|Return Checks|1650|546838
54046|Prepaid Insurance|1895|546839
54047|Prepaid Rent|1042|546839
54048|Security Deposit|2483|546839
54049|Deposits|2010|546849
54050|AIRLINE DEPOSIT|425|546851
54051|DUE FROM AFFILIATED FUNDS|2460|546854
54052|Rent deposit|676|546856
54053|Local 2324 t-shirts|75|546856
54054|DEPOSIT - WORKERS COMPENSATION|228|546863
54055|Prepaid expenses|1248|546870
54056|Security deposit|5074|546870
54057|Software, net of accumulated amortization|656|546871
54058|DEPOSITS|1363|546875
54059|NONE|0|546880
54060|DEPOSIT - WORKERS COMPENSATION|186|546885
54061|Industrial Insurance Deposit|90|546886
54062|N/A|0|546897
54063|Deposits|2000|546899
54064|Investment in Berkshire Bld Tract|2000|546899
54065|Prepaid Expenses|3459|546907
54066|Intangible Assets|21678|546907
54067|Security deposit|2777|546909
54068|SECURITY DEPOSIT|2820|546912
54069|Liquor license|83464|546913
54070|Due from IATSE Local 8 PAC Fund|468|546913
54071|10 BIBLES @ $20.00 EACH|200|546914
54072|15 HATS @ $15.00 EACH|225|546914
54073|16 T-SHIRTS @ $13.00 EACH|208|546914
54074|4 T-SHIRTS @ $14.00 EACH|56|546914
54075|2/2XL BREAST CANCER SHIRTS @$13.50 EACH|27|546914
54076|WATCHES|88|546922
54077|(15) CAPS|150|546922
54078|(2)  SHIRTS|22|546922
54079|MISC OFFICE SUPPLIES|800|546922
54080|POSTAGE|142|546922
54081|NONE|0|546935
54082|N/A|0|546936
54083|Prepaid Insurance|7848|546937
54084|Security Deposit|1000|546938
54085|Security Deposit|9800|546939
54086|Water & Light Deposit|1000|546941
54087|Prepaid Postage|79|546941
54088|REFUNDABLE DEPOSITS|971|546953
54089|Workers' compensation insurance deposit|3193|546956
54090|NONE|0|546959
54091|SECURITY DEPOSIT|4621|546968
54092|MUTUAL OF OMAHA ULTRA VARIABLE WHOLE LIFE INS.|855|546971
54093|MISCELLANEOUS RECEIVABLE|214|546973
54094|NONE|0|546977
54095|BIBLES|1708|546980
54096|JACKETS|190|546980
54097|CLOCKS|85|546980
54098|SHIRTS|50|546980
54099|None|0|546982
54100|3717, 3727, 3737 Camino Del Rio So, San Diego, CA|177330|546986
54101|Union Shirts/Hats, etc on hand for sale to members|2995|546986
54102|Prepaid expense - postage|2957|547063
54103|NONE|0|547080
54104|PAYROLL WITHHOLDINGS PAID IN ADVANCE|6332|547085
54105|PREPAID INSURANCE|283|547088
54106|PREPAID REAL ESTATE TAXES|616|547088
54107|PREPAID FEDERAL INCOME TAX|330|547088
54108|SECURITY DEPOSIT|229|547088
54109|ACCRUED INTEREST PAID|273|547088
54110|Security Deposits|8307|547090
54111|Prepaid Insurance- general|682|547090
54112|Prepaid Insurance- Health|27255|547090
54113|Prepaid Rent|3417|547090
54114|Due from other funds|10701|547096
54115|SECURTIY DEPOSITS|5000|547105
54116|Inventory|3459|547106
54117|INVENTORY-TWO WELDING SET UPS|38277|547107
54118|Rent Deposit|1100|547109
54119|Prepaid Insurance|8435|547111
54120|Due from Local 8 Insurance & Trust Fund|2910|547111
54121|POST OFFICE MAILING DEPOSIT|336|547112
54122|GAS METER DEPOSIT|250|547112
54123|WATER METER DEPOSIT|15|547112
54124|BIBLES|702|547112
54125|HATS, SHIRTS, JACKETS ETC|4346|547112
54126|Industrial Insurance Deposit |148|547115
54127|N/A|0|547121
54128|Inventories|235625|547130
54129|Prepaid|283729|547130
54130|Deposits|23084|547130
54131|Security Deposit|1180|547131
54135|ONE BIBLE|33|547135
54136|175 UAW MUGS @ $4.00|700|547135
54137|76 UAW FLAGS @ $5.00|380|547135
54138|90 LICENSE PLATES @ $4.00|360|547135
54139|300 SCREEN DUSTERS @ $1.00|300|547135
54140|9965 MEDALLION KEY RINGS @ $3.00|29895|547135
54141|1930 MEN'S SERVICE RINGS @ $35.00|67550|547135
54142|505 WOMEN'S SERVICE RINGS @ $35.00|17675|547135
54132|Prepaid Insurance|86996|547133
54133|Other Prepaid Expenses|971|547133
54134|Deposits|566|547133
54143|Bible Inventory (16 Bibles @ $32.95 each)|527|547140
54144|NONE|0|547145
54145|N/A|0|547157
54146|NONE|0|547160
54147|Labor Temple Promissory Notes|1600|547162
54148|RENT SECURITY DEPOSIT|800|547163
54149|ACCRUED INVESTMENT INCOME|8086|547164
54150|INVESTMENT MARKET VALUE ADJUSTMENT |88114|547164
54151|REAL ESTATE TAX ESCROW|807|547174
54152|NONE|0|547180
54153|PREPAID INSURANCE|660|547185
54154|PREPAID SUBSCRIPTION|864|547185
54155|Employee Expense Advance|5500|547190
54156|Prepaid Insurance|8801|547190
54157|Utility Deposits|300|547190
54158|Prepaid Insurance|46121|547218
54159|Deposits - Security, Meetings & Utilities|12660|547218
54160|Unamortized Origination Fees|2030|547218
54161|RENTAL SECURITY DEPOSIT|1600|547224
54162|SECURITY DEPOSIT|2900|547230
54163|PREPAID EXPENSES|11512|547230
54164|Due from related party|18886|547232
54165|Prepaid payroll|1812|547232
54166|No change|0|547251
54167|Prepaid Insurance - Various|25705|547258
54168|PREPAID INSURANCE|5778|547264
54169|PREPAID EXPENSES|7972|547264
54170|SECURITY DEPOSITS|2700|547264
54171|DEPOSIT|11378|547265
54172|Security Deposit|380|547274
54173|LOAN FEES|1780|547282
54174|JACKETS, T-SHIRTS ETC.|10703|547286
54175|60 Bibles @ $30.00 each|1800|547295
54176|ACCRUED INTEREST|21590|547298
54177|ROCKLAND FAMILY SHELTER - NOTE RECEIVABLE|23544|547298
54178|PREPAID EXPENSES|2509|547298
54179|DEPOSITS|3600|547305
54180|NONE|0|547312
54181|NSF CHECKS RECEIVABLE|1949|547323
54182|Prepaid Insurance|1053|547325
54183|Prepaid Rent|2211|547325
54184|Security Deposit|2210|547325
54185|Merchandise Inventory|2012|547325
54186|Security deposit|3589|547326
54187|Prepaid Expenses|923|547338
54188|Prepaid Real Estate Taxes|747|547338
54189|Dividends Payable|90|547338
54190|PREPAID EXPENSES|26459|547346
54191|SECURITY DEPOSITS|36667|547346
54197|Rent - Security Deposit - Duluth, MN|950|547389
54198|Rent -  Security Deposit - Chicago, IL|1800|547389
54199|Rent - Security Deposit - Cleveland, OH|5441|547389
54200|Prepaid Insuarnce|10404|547398
54201|PREPAID REAL ESTATE TAXES - ESCROW|61602|547400
54202|SECURITY DEPOSITS|26406|547400
54203|I.B.E.W. Local Union 1245 Energy Workers Center|2725666|547407
54204|WORKERS COMPENSATION DEPOSIT|81|547434
54205|Dues Receivable|102516|547439
54206|Prepaid Expenses|4207|547440
54207|Security Deposits|5200|547440
54208|Security Deposit |3374|547442
54209|ACCRUED INTEREST RECEIVABLE|208788|547469
54210|DUE FROM IUPAT NATIONAL PENSION FUND|42058|547469
54211|DUE FROM THE FINISHING TRADES INSTITUTE|41197|547469
54212|DUE FROM LABOR MANAGMENT COOPERATIVE|12029|547469
54213|DUE FROM PAT-LEGISLATIVE|114339|547469
54214|DUE FROM PATCH|2618|547469
54215|PREPAID INSURANCE|153612|547469
54216|MISC DEPOSITS|366217|547469
54217|LU/DC SUPPLIES INVENTORY|185469|547469
54218|DUE FROM DOL|852473|547469
54219|MISC PREPAIDS|20131|547469
54220|NONE|0|547488
54221|Protastant Bibles|530|547489
54222|Catholic Bibles|614|547489
54223|African American Bibles|690|547489
54224|Catholic Spanish Bibles|161|547489
54225|Quran|115|547489
54226|25 yr. service rings|1720|547489
54227|Ethenet Switch|140|547489
54228|Nikon 35 mm camera|138|547489
54229|Navy Blue Car T-Shirts|292|547489
54230|Labor Day T-Shirts|170|547489
54231|PREPAID INSURANCE|17753|547490
54232|N/A|0|547496
54233|DEPOSITS|2383|547501
54234|Due from Finishing Trades Institute|1750|547503
54235|Due from Subsidiary|237951|547504
54236|Due from Related Parties|63550|547504
54237|Prepaid Insurance|35890|547504
54238|Accrued Interest Receivable|23434|547504
54239|Deposit - Rent|10047|547504
54240|Prepaid State Withholding Tax|755|547504
54241|Prepaid Insurance|4509|547510
54242|Prepaid Rent|3675|547510
54243|Prepaid Security - 1st Qtr 2014|75|547510
54244|Prepaid Dental Insurance - January 2014|546|547510
54245|PREPAID EXPENSES|5145|547511
54246|PROMOTIONAL ITEMS--SEE ATTACHED LIST|56505|547512
54247|Prepaid expenses|2144|547521
54248|Due from Glaziers Local No. 27 Apprentice Fund|52001|547521
54249|Due from Glaziers Local No. 27 Pension Fund|10545|547521
54250|Due from Glaziers Local No, 27 Health and Welfare |9866|547521
54251|N/A|0|547524
54252|PREPAID INSURANCE|345|547526
54253|SECURITY DEPOSIT|1500|547528
54255|CONSTRUCTION IN PROGRESS|1553918|547535
54256|PREPAID EXPENSES|6983|547537
