OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
183500|2101|"A" Members|598|T|548801
183501|2101|"BA" Members|138|T|548801
183502|2102|Agency Fee Payers|0|F|548801
183503|2101|REGULAR MEMBER|5779|T|548802
183504|2101|ACTIVE LIFE MEMBER|1132|T|548802
183505|2101|INACTIVE LIFE MEMBER|289|F|548802
183506|2101|Full Time|1220|T|548803
183507|2101|Part Time|40|T|548803
183508|2102|Agency Fee Payers|240|F|548803
183509|2101|BUILDING TRADES INSTRUMENT TECH|1|T|548804
183510|2101|BUILDING TRADES PIPEFITTERS APPRENTICE|54|F|548804
183511|2101|BUILDING TRADES PIPEFITTER JOURNEYMAN|420|T|548804
183512|2101|BUILDING TRADES PIPEFITTER REFRIGERATION APPRENTIC|35|F|548804
183513|2101|BUILDING TRADES PLUMBERS APPRENTICE|126|F|548804
183514|2101|BUILDING TRADES PIPE TRADESMEN|9|T|548804
183515|2101|BUILDING TRADES PLUMBERS JOURNEYMEN|583|T|548804
183516|2101|BUILDING TRADES STEAMFITTER REFRIGERATION JOURNEYM|1|T|548804
183517|2101|METAL TRADES PRODUCTION WORKERS|16|T|548804
183518|2101|METAL TRADES PLUMBERS JOURNEYMEN|3|T|548804
183519|2101|METAL TRADES REFRIGERATION JOURNEYMEN|2|T|548804
183520|2101|METAL TRADES TRAINEE|2|T|548804
183521|2101|METAL TRADES JOURNEYMEN|79|T|548804
183522|2101|METAL TRADES PIPE TRADESMEN HELPER|4|F|548804
183523|2101|METAL TRADES PF RESIDENTAL|2|T|548804
183524|2101|BUILDING TRADES PIPEFITTER JOURNEYMEN|96|T|548804
183525|2101|BUILDING TRADES STEAMFITTER JOURNEYMEN|531|T|548804
183526|2101|METAL TRADES TRADESMEN|4|T|548804
183527|2101|GENERAL|271|T|548805
183528|2101|BUILDING TRADES JOURNEYMAN|726|T|548806
183529|2101|BUILDING TRADES APPRENTICE|85|F|548806
183530|2101|METAL TRADES JOURNEYMAN|14|T|548806
183531|2101|METAL TRADES APPRENTICE|12|F|548806
183532|2101|RETIRED JOURNEYMAN|17|T|548806
183533|2101|LIFE MEMBER|51|T|548806
183534|2102|Agency Fee Payers|0|F|548806
183535|2101|CONSTRUCTION EMPLOYEES|1626|T|548807
183536|2101|SHOP AND ADMINISTRATIVE EMPLOYEES|488|T|548807
183537|2101|RETIREES|18|T|548807
183538|2102|Agency Fee Payers|3|F|548807
183539|2101|ACTIVE MEMBERS|40000|T|548812
183540|2101|Officers|10|T|548813
183541|2101|Members|228|T|548813
183542|2101|Non-voting Members|25|F|548813
183543|2102|Agency Fee Payers|1|F|548813
183544|2101|Journeyman|360|T|548814
183545|2101|Regular Dues Paying Members|479|T|548815
183546|2101|Unemployed Members|53|T|548815
183547|2101|Retirees|19|T|548815
183548|2102|Agency Fee Payers|0|F|548815
183549|2101|ACTIVE MEMBERS|974|T|548816
183550|2101|NEW APPLICANTS|37|F|548816
183551|2101|OFFICERS|8|T|548816
183552|2101|STEWARDS|29|T|548816
183553|2101|Cement Mason|677|T|548822
183554|2101|Cement Mason Apprentice|11|T|548822
183555|2101|Plasterers|343|T|548822
183556|2101|Plasterers Apprentice|4|T|548822
183557|2101|Public Sector|1072|T|548823
183558|2101|Private Sector|23|T|548823
183559|2101|Regular Members|362033|T|548824
183560|2101|Retired Members|68364|T|548824
183561|2101|Mail Handlers Regular Members|37788|T|548824
183562|2101|Mail Handlers Associate Members|89814|F|548824
183563|2102|Agency Fee Payers|1652|F|548824
183564|2101|CONSTRUCTION|832|T|548825
183565|2101|NON CONSTRUCTION|504|T|548825
183566|2101|FULL DUES PAYING MEMBERS|1106|T|548826
183567|2101|WORK PERMIT PAY|74|F|548826
183568|2102|Agency Fee Payers|0|F|548826
183569|2101|Regular|60|T|548827
183570|2101|Apprentice|8|T|548827
183571|2101|Life|9|T|548827
183572|2101|ACTIVE|1881|T|548829
183573|2101|E49|304|F|548829
183574|2101|INSULATORS - JOURNEYMEN|287|T|548830
183575|2101|INSULATORS - APPRENTICES|85|F|548830
183576|2101|HAZ-MAT - JOURNEYMEN|8|T|548830
183577|2101|HAZ-MAT - APPRENTICES|1|F|548830
183578|2101|FIRESTOP - JOURNEYMEN|13|T|548830
183579|2101|FIRESTOP - APPRENTICES|8|F|548830
183580|2102|Agency Fee Payers|0|F|548830
183581|2101|Regular Members|613|T|548831
183582|2101|Retired Members|37|T|548831
183583|2101|APPRENTICE|103|T|548832
183584|2101|ACTIVE|2466|T|548832
183585|2101|LIMITED|24|F|548832
183586|2101|RETIREES|1734|T|548832
183587|2101|PROBATIONARY APPRENTICES|8|F|548832
183588|2101|WITHDRAWAL CARD|5|F|548832
183589|2102|Agency Fee Payers|0|F|548832
183590|2101|Journeyman|635|T|548833
183591|2101|1st Year Apprentice|13|T|548833
183592|2101|2nd - 6th Year Apprentice|42|T|548833
183593|2101|Retirees|46|T|548833
183594|2102|Agency Fee Payers|0|F|548833
183595|2101|ACTIVE MEMBERS|1115|T|548834
183596|2101|RETIRED MEMBERS|270|T|548834
183597|2102|Agency Fee Payers|0|F|548834
183598|2101|ACTIVE|9632|T|548835
183599|2102|Agency Fee Payers|10|F|548835
183600|2101|regular members|400|T|548836
183601|2102|Agency Fee Payers|6|F|548836
183602|2101|Full Time - Food|1669|T|548837
183603|2101|Part Time - Food|7283|T|548837
183604|2101|Full Time  Non-Food|35|T|548837
183605|2101|Part Time  Non-Food|179|T|548837
183606|2101|Local 3 Members|34129|T|548838
183607|2101|Local 3 Applicants|796|F|548838
183608|2102|Agency Fee Payers|884|F|548838
183609|2101|Full Card Member|1702|T|548839
183610|2101|Organizing Member|105|T|548839
183611|2101|Mine Member|61|T|548839
183612|2101|Various Lesser Card Value Member|145|T|548839
183613|2101|Registered Apprentice|50|T|548839
183614|2101|Active|989|T|548840
183615|2101|Officers|7|T|548840
183616|2101|Stewards|41|T|548840
183617|2101|APPRENTICE|151|T|548842
183618|2101|JOURNEYMAN|948|T|548842
183619|2101|SUPPORT|362|T|548842
183620|2101|IMPROVER|8|T|548842
183621|2101|DISABLED|30|T|548842
183622|2101|EXEMPT|12|T|548842
183623|2101|40-YEAR|98|T|548842
183624|2101|LIFE|182|T|548842
183625|2101|DUES PAYING MEMBERS|598|T|548844
183626|2102|Agency Fee Payers|0|F|548844
183627|2101|Building Trade - Journeymen|455|T|548846
183628|2101|Metals Trade - Journeymen|33|T|548846
183629|2101|Apprentices|38|F|548846
183630|2101|Active|2120|T|548848
183631|2101|Retired|436|T|548848
183632|2101|Suspended|52|F|548848
183633|2102|Agency Fee Payers|0|F|548848
183634|2101|Active Members|1586|T|548849
183635|2101|Shop Stewarts and Alternates|108|T|548849
183636|2101|Officers|1|T|548849
183637|2101|New Members|78|T|548849
183638|2101|A Members|214|T|548850
183639|2101|BA Members|974|T|548850
183640|2102|Agency Fee Payers|2|F|548850
183641|2101|Cement Masons|294|T|548853
183642|2101|Plasterers|44|T|548853
183643|2101|Apprentices|8|T|548853
183644|2101|Mail Handlers|759|T|548855
183645|2101|Federal Associates and Postal Associates|5518|F|548855
183646|2101|Active Members Paying Full Dues|1699|T|548856
183647|2102|Agency Fee Payers|0|F|548856
183648|2101|"A" MEMBERS|4269|T|548857
183649|2101|"BA" MEMBERS|301|T|548857
183650|2101|BASIC|445|T|548858
183651|2101|active members paying dues|579|T|548860
183652|2101|officers|6|T|548860
183653|2101|stewards|19|T|548860
183654|2101|Active members|1657|T|548861
183655|2102|Agency Fee Payers|7|F|548861
183656|2101|REGULAR MEMBERS|799|T|548862
183657|2101|RETIRED MEMBERS|288|T|548862
183658|2101|LIFE MEMBERS|75|T|548862
183659|2101|GENERAL MEMBERSHIP|5600|T|548863
183660|2101|Active|927|T|548866
183661|2101|Officers|3|T|548866
183662|2101|Stewards|67|T|548866
183663|2102|Agency Fee Payers|152|F|548866
183664|2101|LOCAL UNIONS|3|T|548867
183665|2101|INDIVIDUAL MEMBERS|5454|T|548867
183666|2102|Agency Fee Payers|0|F|548867
183667|2101|MEMBER LOCALS LOCATED IN MICHIGAN|11|T|548871
183668|2101|MEMBER LOCALS LOCATED OUTSIDE MICHIGAN|3|F|548871
183669|2102|Agency Fee Payers|0|F|548871
183673|2101|Regular Members-Pay Full Dues|3319|T|548874
183674|2102|Agency Fee Payers|97|F|548874
183675|2101|ACTIVES|1482|T|548880
183676|2101|RETIREES|795|T|548880
183677|2101|Registered A Members|12511|T|548881
183678|2101|Registerd B Non-Members|1124|F|548881
183679|2101|Journeyman Wireman (A)|398|T|548882
183680|2101|Apprentice Wireman Periods 3-6|45|T|548882
183681|2101|Apprentice Wireman Periods 1-2|75|T|548882
183682|2101|Journeyman Maintenance (BA)|163|T|548882
183683|2101|Construction Electrician|7|T|548882
183684|2101|Teledata Installer|2|F|548882
183685|2101|Electrical Trainee|10|F|548882
183686|2101|LABORERS' LOCAL UNION # 286|271|T|548891
183687|2101|LABORERS' LOCAL UNION # 323|264|T|548891
183688|2101|LABORERS' LOCAL UNION # 373|2006|T|548891
183689|2101|LABORERS' LOCAL UNION # 419|246|T|548891
183690|2101|LABORERS' LOCAL UNION # 603|377|T|548891
183691|2101|LABORERS' LOCAL UNION # 824|297|T|548891
183692|2101|LABORERS' LOCAL UNION # 833|439|T|548891
183693|2101|LABORERS' LOCAL UNION # 910|640|T|548891
183694|2101|LABORERS' LOCAL UNION # 952|324|T|548891
183695|2101|LABORERS' LOCAL UNION # 964|609|T|548891
183696|2101|LABORERS' LOCAL UNION # 1058|3957|T|548891
183697|2101|LABORERS' LOCAL UNION # 1451|285|T|548891
183698|2102|Agency Fee Payers|0|F|548891
183699|2101|BA MEMBERS|369|T|548895
183700|2101|A MEMBERS|1|T|548895
183701|2102|Agency Fee Payers|5|F|548895
183702|2101|A Member|4810|T|548896
183703|2101|BA Member|711|T|548896
183704|2101|ACTIVE|683|T|548898
183705|2101|E49|83|F|548898
183706|2101|Journeyman/Wireman|724|T|548904
183707|2101|Apprentice/Inside Wireman|51|T|548904
183708|2101|Journeyman/Sign Erector|0|T|548904
183709|2101|Apprentice Lineman|148|T|548904
183710|2101|Instrument Technician|10|T|548904
183711|2101|Local Union Secretary|3|T|548904
183712|2101|Construction Foreman|0|T|548904
183713|2101|R.O.W. Foreman|0|T|548904
183714|2101|First Class Lineman|0|T|548904
183715|2101|Helper|0|T|548904
183716|2101|Tree Trimmer|0|T|548904
183717|2101|Lineman Helper|0|T|548904
183718|2101|Second Class Lineman|0|T|548904
183719|2101|JIW Instrument Technician|20|T|548904
183720|2101|JIW Instrument Technician II|23|T|548904
183721|2101|Service Man|1|T|548904
183722|2101|Third Class Lineman|0|T|548904
183723|2101|R.O.W. Bucket Truck Operator|0|T|548904
183724|2101|AAW|0|T|548904
183725|2101|Warehouseman|1|T|548904
183726|2101|ACTIVE|1924|T|548905
183727|2101|E49|181|F|548905
183728|2102|Agency Fee Payers|0|F|548905
183729|2101|Various Active Members (See line 69 for detail)|31627|T|548908
183730|2102|Agency Fee Payers|0|F|548908
183731|2101|JOURNEY WIREMAN|483|T|548911
183732|2101|RESIDENTIAL WIREMAN|15|T|548911
183733|2101|APPRENTICE WIREMAN|31|F|548911
183734|2101|RESIDENTIAL TRAINEE|0|F|548911
183735|2101|CONSTRUCTION WIREMAN / CONSTRUCTION ELECTRICIAN|6|T|548911
183736|2101|Dues Paying Members|765|T|548916
183737|2101|BUILDING TRADES - ACTIVE - JOURNEYMAN|783|T|548919
183738|2101|BUILDING TRADES - ACTIVE - APPRENTICES|100|F|548919
183739|2101|BUILDING TRADES - NON-PAYING RETIREES|567|T|548919
183740|2101|BUILDING TRADES - PAYING RETIREES|91|T|548919
183741|2101|RESIDENTIAL - JOURNEYMEN|101|T|548919
183742|2101|RESIDENTIAL - APPRENTICES|3|F|548919
183743|2101|HVAC - JOURNEYMEN|405|T|548919
183744|2101|HVAC - APPRENTICES|50|F|548919
183745|2101|PRODUCTION WORKERS|38|T|548919
183746|2101|ACTIVE|950|T|548922
183747|2101|RETIREES|329|T|548922
183748|2101|Active Journeymen|251|T|548923
183749|2101|Active Apprentices|37|F|548923
183750|2101|Retired Members|181|T|548923
183751|2102|Agency Fee Payers|0|F|548923
183752|2101|ACTIVE|250|F|548924
183753|2101|ACTIVE MEMBER|880|T|548925
183754|2102|Agency Fee Payers|0|F|548925
183755|2101|Journeymen|1866|T|548927
183756|2101|Apprentices|221|T|548927
183757|2101|Construction electricians and wireman|67|T|548927
183758|2101|Active Members|1888|T|548928
183759|2101|Carrier Officer Members|61|F|548928
183760|2101|Total Inactive Members|474|F|548928
183761|2101|Total Retired Members|1055|F|548928
183762|2102|Agency Fee Payers|0|F|548928
183763|2101|Active|27072|T|548929
183764|2101|Less than standard|773|T|548929
183765|2101|Train service|1510|T|548929
183766|2101|Non-exclusive train service|2221|T|548929
183767|2101|Active excused|5817|T|548929
183768|2101|Retired|14918|F|548929
183769|2102|Agency Fee Payers|0|F|548929
183770|2101|Active|2050|T|548931
183771|2101|Officers|8|T|548931
183772|2101|Stewards|64|T|548931
183773|2102|Agency Fee Payers|478|F|548931
183774|2101|Members, fees are paid|1614|T|548932
183775|2101|Applicants|141|T|548932
183776|2101|ACTIVE MEMBERS|6507|T|548934
183777|2101|RETIRED MEMBERS|956|F|548934
183778|2101|ACTIVE REGISTRANTS|280|F|548934
183779|2102|Agency Fee Payers|1|F|548934
183780|2101|Journeyman|447|T|548935
183781|2101|Apprentices|19|T|548935
183782|2101|Retired|65|T|548935
183783|2102|Agency Fee Payers|0|F|548935
183785|2102|Agency Fee Payers|2365|F|548937
183784|2101|Members|263011|T|548937
183786|2101|JOURNEYMAN WIREMEN(JW)|664|T|548938
183787|2101|APPRENTICE WIREMAN (AW)|72|F|548938
183788|2101|CONSTRUCTION WIREMEN|1|F|548938
183789|2101|CONSTRUCTION ELECTRICIAN|2|F|548938
183790|2101|OPERATORS|0|F|548938
183791|2101|JOURNEYMAN WIREMAN/WELDER (JWW)|12|T|548938
183792|2101|WELDERS|4|T|548938
183793|2102|Agency Fee Payers|0|F|548938
183794|2101|Electrician|136|T|548939
183795|2101|General Members|5472|T|548940
183796|2101|DEEP SEA LONGSHOREMEN|179|T|548941
183797|2101|WAREHOUSEMEN|19|T|548941
183798|2101|Construction Active|2035|T|548943
183799|2101|Construction Non-Active (Withdrawal)|87|F|548943
183800|2101|Construction Owners|13|F|548943
183801|2101|Shipyard/Production Shipyard and Production|737|T|548943
183802|2101|Disabled|13|T|548943
183803|2101|Retirees|684|T|548943
183804|2102|Agency Fee Payers|2|F|548943
183805|2101|MEMBERS|22840|F|548945
183806|2101|FAIR SHARE FEE PAYERS|1669|F|548945
183807|2101|All members are full paying dues in APWU Union|1823|T|548946
183808|2101|Various Local Unions|9|T|548947
183809|2101|Journeymen|549|T|548950
183810|2101|Apprentices|94|T|548950
183811|2101|Retirees|194|T|548950
183812|2101|Regular Members|1341|T|548954
183813|2102|Agency Fee Payers|0|F|548954
183814|2101|ACTIVE FULL PAYING DUES MEMBERS|5950|T|548958
183815|2101|AGENCY FEE PAYERS|5|F|548958
183816|2101|ACTIVE MEMBERS|7995|T|548960
183817|2101|USPS Employees|626|T|548962
183818|2101|Salmon Companies Employees|124|T|548962
183819|2101|APPRENTICES|28|T|548965
183820|2101|JOURNEYMEN|481|T|548965
183821|2101|Active Members|481|T|548981
183822|2101|Retirees|158|T|548981
183823|2102|Agency Fee Payers|0|F|548981
183824|2101|LOCALS ACROSS THE COUNTRY|391415|T|548982
183825|2102|Agency Fee Payers|0|F|548982
183826|2101|Regular members|9355|T|548983
183827|2102|Agency Fee Payers|2|F|548983
183828|2101|DUES PAYING MEMBERS|2122|T|548985
183829|2101|Active Members|575|T|548988
183830|2102|Agency Fee Payers|0|F|548988
183831|2101|Affiliate Members|10175|F|548989
183832|2101|Affiliate Member Delegates|63|T|548989
183833|2101|Active letter Carriers|683|T|548990
183834|2101|Retired letter carriers|192|T|548990
183835|2101|Lifetime Members|57|T|548990
183836|2102|Agency Fee Payers|0|F|548990
183837|2101|Active Members|2581|T|548992
183838|2101|Retired Members|585|T|548992
183839|2101|Gold Card Members|43|F|548992
183840|2101|IA Retirees|20|F|548992
183844|2101|PER-APPRENTICES, APPRENTICES, AND APPRENTICE MEMBE|161|T|548994
183845|2101|WORKING MEMBERS|1662|T|548994
183846|2101|RETIRED MEMBERS (MINIMUM)|763|T|548994
183847|2101|RETIRED MEMBERS (LIMITED)|63|F|548994
183848|2101|MISCELLANEOUS MEMBERS|106|F|548994
183849|2101|Active member|3062|T|548995
183850|2101|Out of work|180|T|548995
183851|2101|Retired members|78|T|548995
183852|2101|COACHES|30|T|548997
183853|2101|ASSISTANT COACHES|144|T|548997
183854|2102|Agency Fee Payers|0|F|548997
183855|2101|Active Members|1883|T|548998
183856|2101|Members on Withdrawal|8|T|548998
183857|2102|Agency Fee Payers|0|F|548998
183858|2101|Journeyman|882|T|549000
183859|2101|Apprentice|47|T|549000
183860|2101|Retired|212|T|549000
183861|2101|Plants and Quarries|548|T|549000
183862|2102|Agency Fee Payers|0|F|549000
183863|2101|REGULAR|1923|T|549001
183864|2102|Agency Fee Payers|0|F|549001
183865|2101|Active Members|2933|T|549003
183866|2101|Officers|7|T|549003
183867|2101|Stewards and Alternate Stewards|161|T|549003
183868|2102|Agency Fee Payers|141|F|549003
183869|2101|Active|2403|T|549005
183870|2101|Retiree|2467|F|549005
183871|2101|REGULAR MEMBERS|856|T|549008
183872|2101|ASSOCIATE MEMBERS|65|F|549008
183873|2102|Agency Fee Payers|0|F|549008
183874|2101|INSIDE ELECTRICAL CONSTRUCTION|973|T|549009
183875|2101|ELECTRICAL MAINTENANCE|3|T|549009
183876|2101|RESIDENTIAL ELECTRICAL|4|T|549009
183877|2101|VIDEO DATA|45|T|549009
183878|2101|SOUND AND COMMUNICATIONS|5|T|549009
183879|2102|Agency Fee Payers|0|F|549009
183880|2101|REGULAR MEMBERS|723|T|549011
183881|2101|APPRENTICE MEMBERS|253|T|549011
183882|2101|LIFE MEMBERS|47|F|549011
183883|2101|INDUSTRY MEMBERS|59|F|549011
183884|2102|Agency Fee Payers|17|F|549011
183885|2101|Regular Members|1902|T|549012
183886|2102|Agency Fee Payers|1|F|549012
183887|2101|Active Members|805|T|549014
183888|2101|Inactive Members|62|T|549014
183889|2102|Agency Fee Payers|0|F|549014
183890|2101|Active Members|1107|T|549015
183891|2101|Other - Managers|4|F|549015
183892|2101|Cash Pays|14|T|549015
183893|2101|PSE Active Members|123|T|549015
183894|2102|Agency Fee Payers|0|F|549015
183895|2101|Active Member|875|T|549016
183896|2101|Alternate Steward|6|T|549016
183897|2101|Cash Steward|7|T|549016
183898|2101|Dues Cash Members|208|T|549016
183899|2101|New Applicants|19|T|549016
183900|2101|Officers|2|T|549016
183901|2101|Steward|65|T|549016
183902|2101|Unlisted on Check-Off|5|T|549016
183903|2101|JOURNEYMAN WELDERS|1928|T|549017
183904|2101|JOURNEYMAN SPACERS|365|T|549017
183905|2101|HELPERS|3194|T|549017
183906|2101|RETIRED WELDERS|822|T|549017
183907|2101|RETIRED SPACERS|235|T|549017
183908|2101|RETIRED HELPERS|265|T|549017
183909|2102|Agency Fee Payers|0|F|549017
183910|2101|FULL MEMBER|2|T|549019
183911|2101|"A" Members|31|T|549023
183912|2101|"BA" Members|408|T|549023
183913|2101|A Members|546|T|549024
183914|2101|BA Members|2706|T|549024
183915|2102|Agency Fee Payers|0|F|549024
183916|2101|Active Branch Members|1404|T|549025
183917|2101|Retired Members|406|T|549025
183918|2101|JOURNEYMEN WIREMAN|344|T|549027
183919|2101|APPRENTICE WIREMAN|39|T|549027
183920|2101|JOURNEYMEN LINEMAN|3|T|549027
183921|2101|ELECTRONIC TECHNICIANS|11|T|549027
183922|2101|TELECOM TECHNICIANS|11|T|549027
183923|2101|EQUIPMENT OPERATOR|1|T|549027
183924|2101|JOURNEYMEN CABLE SPLICER|5|T|549027
183925|2101|CONSTRUCTION ELECTRICIANS|5|T|549027
183926|2101|RETIRED MEMBERS|302|F|549027
183927|2101|ACTIVE MEMBERS|776|T|549028
183928|2101|OFFICER|8|T|549028
183929|2101|STEWARD|58|T|549028
183930|2101|ON LEAVE|1|F|549028
183931|2101|NEW APPLICANT|10|F|549028
183932|2102|Agency Fee Payers|84|F|549028
183933|2101|"A" Members|2647|T|549030
183934|2101|"BA" Members|16|T|549030
183935|2102|Agency Fee Payers|33|F|549030
183936|2101|ACTIVE MEMBERS|2262|T|549031
183937|2101|FEE MEMBERS|114|F|549031
183938|2101|RETIRED MEMBERS|1429|F|549031
183939|2101|INACTIVE-ON WITHDRAWAL|3397|F|549031
183940|2101|FINANCIAL CORE MEMBERS|2|F|549031
183941|2101|INACTIVE MEMBERS|5636|F|549031
183942|2102|Agency Fee Payers|0|F|549031
183943|2101|BA members|251|T|549032
183944|2101|A members|22|T|549032
183945|2102|Agency Fee Payers|0|F|549032
183946|2101|JOURNEYMAN|134|T|549033
183947|2101|APPRENTICES|21|F|549033
183948|2101|RETIRED MEMBERS|58|T|549033
183949|2101|"A" MEMBERS|151|T|549035
183950|2101|"BA" MEMBERS|788|T|549035
183951|2102|Agency Fee Payers|0|F|549035
183952|2101|JOURNEY PERSON|528|T|549036
183953|2101|APPRENTICE|138|T|549036
183954|2101|RETIRED|189|T|549036
183955|2101|ACTIVES|13803|T|549037
183956|2101|RETIREES|5307|T|549037
183957|2102|Agency Fee Payers|566|F|549037
183958|2101|Apprentices|45|T|549041
183959|2101|Public Employees|144|T|549041
183960|2101|Construction Workers|508|T|549041
183961|2101|Industry Workers|78|T|549041
183962|2101|Disabled Members|8|T|549041
183963|2101|Retirees and Gold Members|134|T|549041
183964|2102|Agency Fee Payers|0|F|549041
183965|2101|JOURNEYMAN INSIDE WIREMAN|1076|T|549042
183966|2101|APPRENTICES INSIDE|246|T|549042
183967|2101|CONSTRUCTION ELECTRICIAN|19|T|549042
183968|2101|CONSTRUCTION WIREMAN|58|T|549042
183969|2101|KENNECOTT|20|T|549042
183970|2101|COMMUNICATIONS JOURNEYMAN|108|T|549042
183971|2101|COMMUNICATIONS APPRENTICE|35|T|549042
183972|2101|INSTALLER TECHNICIAN|15|T|549042
183973|2101|TOWER TECH|7|T|549042
183974|2101|APPRENTICE TOWER TECH|6|T|549042
183975|2101|A MEMBERSHIP|987|T|549046
183976|2101|BA MEMBERSHIP|236|T|549046
183977|2101|MEMBERS FULL PAYING DUES|45|T|549047
183978|2102|Agency Fee Payers|0|F|549047
183979|2101|Journeyman|1659|T|549048
183980|2101|Industrial|699|T|549048
183981|2101|Apprentice|254|T|549048
183982|2101|Life|499|T|549048
183983|2101|ACTIVE MEMBERS|2912|T|549051
183984|2102|Agency Fee Payers|3|F|549051
183985|2101|Journeyperson|557|T|549052
183986|2101|Retired|145|T|549052
183987|2101|Apprentice|88|T|549052
183988|2101|ACTIVE|151|T|549053
183989|2101|APPRENTICES|15|F|549053
183990|2101|RETIRED|41|T|549053
183991|2101|LIFETIME RETIRED|18|T|549053
183992|2101|ACTIVE IN ARREARS|7|F|549053
183993|2101|ACTIVE MEMBERS|1181|T|549054
183994|2101|MEMBERS - MANAGEMENT|40|F|549054
183995|2102|Agency Fee Payers|0|F|549054
183996|2101|BLDG TRADES JOURNEYMEN MEMBERS|824|T|549055
183997|2101|BLDG TRADES APPRENTICES|235|F|549055
183998|2101|RETIRED MEMBERS|519|T|549055
183999|2101|METAL TRADES HELPERS & JOURNEYMEN|104|T|549055
184000|2101|MECHANIC|167|T|549058
184001|2101|APPRENTICE / HELPER|8|T|549058
184002|2102|Agency Fee Payers|0|F|549058
184003|2101|ACTIVE|718|T|549060
184004|2101|Regular Membership|975|T|549062
184005|2101|Retirees|440|T|549062
184008|2101|Apprentices|106|F|549066
184009|2101|Journeyman|632|T|549066
184010|2101|Metal Trades|13|F|549066
184011|2101|Retirees|469|T|549066
184012|2101|Suspended|49|F|549066
184013|2101|Honorable Withdraw|9|F|549066
184014|2102|Agency Fee Payers|0|F|549066
184015|2101|BUILDING TRADES JOURNEYMEN|327|T|549067
184016|2101|BUILDING TRADES APPRENTICES|58|F|549067
184017|2101|METAL TRADES JOURNEYMEN AND TRAINEES|109|T|549067
184018|2101|DIVISION TRADES JOURNEYMEN, HELPERS, AND TRAINEES|25|T|549067
184019|2101|A & BA MEMBERS|6698|T|549068
184020|2101|UNEMPLOYED MEMBERS|1|T|549068
184021|2102|Agency Fee Payers|82|F|549068
184022|2101|Active Members|4601|T|549070
184023|2102|Agency Fee Payers|855|F|549070
184024|2101|Regular members|336|T|549071
184025|2102|Agency Fee Payers|0|F|549071
184026|2101|Journeyman - Active and Not Life Member or Retired|240|T|549073
184027|2101|Apprentice - Active and Not Life Member or Retired|12|F|549073
184028|2101|Retired and Not Life Member|129|T|549073
184029|2101|Life Member|38|T|549073
184030|2102|Agency Fee Payers|0|F|549073
184031|2101|JOURNEYMAN|12083|T|549074
184032|2101|APPRENTICE|527|T|549074
184033|2102|Agency Fee Payers|0|F|549074
184034|2101|Regular Members|1590|T|549075
184035|2101|Objector Members|7|F|549075
184036|2101|Regular Members|1444|T|549076
184037|2101|REGULAR MEMBERS|1130|T|549077
184038|2102|Agency Fee Payers|0|F|549077
184040|2101|Apprentice|22|T|549078
184041|2101|Retirees|196|T|549078
184039|2101|Building Trades Journeyman|245|T|549078
184042|2101|Metal Trades Journeyman|29|T|549078
184043|2101|Regular|1059|T|549079
184044|2101|Life|298|T|549079
184045|2101|35 Year|136|T|549079
184046|2101|20/70 Year|63|T|549079
184047|2102|Agency Fee Payers|2|F|549079
184048|2101|Journeyman Wireman|2739|T|549080
184049|2101|Maintenance Wireman|10|T|549080
184050|2101|Apprentices|133|T|549080
184051|2101|Organized Apprentices|315|T|549080
184052|2101|BA Members|276|T|549080
184053|2101|Non F.P.|1|F|549080
184054|2101|ACTIVE MEMBERS|4136|T|549081
184055|2101|OFFICERS AND EXECUTIVE BOARD MEMBERS|9|T|549081
184056|2101|STEWARDS|216|T|549081
184057|2101|ACTIVE MEMBERS|18328|T|549083
184058|2101|PENDING STATUS MEMBERS|2568|F|549083
184059|2102|Agency Fee Payers|295|F|549083
184060|2101|Active Members|860|T|549085
184061|2101|Active Members (open shop)|11|T|549085
184062|2101|Out of Work Members|89|T|549085
184063|2101|Officers|2|T|549085
184064|2101|Honorary Life Members|225|T|549085
184065|2102|Agency Fee Payers|1|F|549085
184066|2101|Journeyman|2258|T|549086
184067|2101|Production and specialty worker|446|T|549086
184068|2101|Apprentice|264|T|549086
184069|2101|Pre-apprentice|52|T|549086
184070|2101|Retiree|1309|T|549086
184071|2101|Owner member|52|F|549086
184072|2101|Limited membership|3|F|549086
184073|2101|ACTIVE|259|T|549089
184074|2101|SUPERANNUATED|79|T|549089
184075|2101|REGULAR MEMBERS|650|T|549090
184076|2101|ACTIVE MEMBERS|230|T|549092
184077|2102|Agency Fee Payers|0|F|549092
184078|2101|DELEGATES|40|T|549094
184079|2101|Active members|130|T|549096
184080|2101|Retired members|146|T|549096
184081|2102|Agency Fee Payers|350|F|549096
184082|2101|Journeyman 1|143|T|549097
184083|2101|Journeyman 2|3|T|549097
184084|2101|Journeyman 3|24|T|549097
184085|2101|Apprentice 1|2|F|549097
184086|2101|Apprentice 2|11|F|549097
184087|2101|Apprentice 3|3|F|549097
184088|2101|Retired 65|3|F|549097
184089|2101|Retired 75 - Gold Card|3|F|549097
184090|2102|Agency Fee Payers|329|F|549097
184091|2101|A Members entitled to full pension benefits|638|T|549098
184092|2101|B Members with limited pension benefits|31|T|549098
184093|2101|CONSTRUCTION WORKER|3381|T|549100
184094|2101|PUBLIC EMPLOYEE|796|T|549100
184095|2101|APPRENTICES|197|T|549100
